text,start,duration
Mr. Spicer: Good afternoon.,0.767,2.669
"First, at the top, I wanted to note that the",3.436,1.702
President has been briefed on the situation in London.,5.138,4.404
"He just spoke to Prime Minister May, and we&amp;#39;ll",9.542,1.802
have a readout on that situation and that call soon.,11.344,3.237
We obviously condemn today&amp;#39;s attack in,14.581,2.636
"Westminster, which the United Kingdom is treating",17.217,2.903
as an act of terrorism.,20.12,1.768
And we applaud the quick response that the British,21.888,3.403
police and their first responders made,25.291,2.403
to the situation.,27.694,1.001
The victims in this are in our thoughts,28.695,2.469
and our prayers.,31.164,1.902
The City of London and Her Majesty&amp;#39;s government have,33.066,3.136
the full support of the U.S.,36.202,1.402
government in responding to the attack and bringing,37.604,2.536
those to justice who are responsible.,40.14,1.935
We will provide you with further updates as,42.075,2.336
"warranted and, as I mentioned, a readout of",44.411,2.035
the President&amp;#39;s call with the Prime Minister.,46.446,2.569
"Turning to the events of today -- this morning, the",49.015,3.237
President received his daily intelligence briefing.,52.252,2.502
He stopped by the Women in Healthcare panel hosted by,54.754,2.87
Centers for Medicare and Medicaid Systems,57.624,2.202
"Administrator, Seema Verma.",59.826,1.602
"And also, that event was attended by the Vice",61.428,2.736
President and the Health and Human Services,64.164,1.968
"Secretary, Dr. Tom Price.",66.132,1.835
Healthcare professionals have seen the challenges,67.967,1.969
of implementing Obamacare firsthand.,69.936,2.669
They&amp;#39;re a valuable asset to the President and his,72.605,2.069
team as we continue to consider and enact,74.674,2.469
"policies, like the American Health Care Act,",77.143,1.802
that will make healthcare more accessible and,78.945,2.536
affordable for everyone.,81.481,1.635
The women who were at the roundtable today represent,83.116,2.002
"the physicians, nurses, pharmacists, and",85.118,2.536
administrators who make sure that people around,87.654,2.769
the country receive the necessary preventative and,90.423,2.636
lifesaving care that they need every day.,93.059,2.202
The doctors who attend to the patients in the family,95.261,2.836
"practices, emergency rooms, and clinics -- and",98.097,3.17
those who support them on the administrative and,101.267,2.203
technical sides -- are one of our country&amp;#39;s,103.47,2.335
most treasured resources.,105.805,2.169
With the passage of the American Health Care Act,107.974,2.469
and the rest of the President&amp;#39;s healthcare,110.443,1.502
"reform agenda, everyone, regardless of their",111.945,2.569
"financial situation, will be able to take full",114.514,2.436
advantage of this resource.,116.95,1.668
"That&amp;#39;s why, at last count, over 40 major associations",118.618,3.27
have expressed their support for the American,121.888,1.735
"Health Care Act, with several of them,",123.623,2.169
including the U.S.,125.792,0.667
"Chamber [of Commerce], the National Federation of",126.459,1.502
"Independent Businesses, and, just today, the",127.961,2.135
National Taxpayers Union calling it a key vote.,130.096,3.404
"Following his appearance at the panel, the",133.5,1.768
President and his legislative affairs team,135.268,2.336
hosted several members of the House of,137.604,1.434
Representatives for another meeting on the,139.038,1.969
American Health Care Act.,141.007,1.502
"The President acknowledged, as he has",142.509,1.668
"before, that the AHCA is only one step in the",144.177,3.337
larger process of fixing the broken healthcare,147.514,2.202
"system created by Obamacare, but it&amp;#39;s an",149.716,2.936
essential first step.,152.652,1.835
Undoing and fixing all of the misguided policies is,154.487,2.503
"going to require a holistic, multistep process.",156.99,3.637
And that&amp;#39;s why the President and his team are,160.627,2.068
fully committed to maintaining an open line,162.695,1.836
of communication with Capitol Hill leadership,164.531,3.336
throughout this entire process.,167.867,1.869
Throughout the weeks since the AHCA was first,169.736,2.435
"introduced, they have been meeting with Republican",172.171,2.169
"members from across the political spectrum, many",174.34,2.403
"of whom we&amp;#39;ve seen move from &amp;quot;no&amp;quot; to &amp;quot;yes,&amp;quot; as",176.743,2.769
they learn more about the legislation and amendments,179.512,2.469
that have been adopted.,181.981,1.435
Continued coordination between administrative and,183.416,3.303
legislative actions will ensure that our new,186.719,2.236
healthcare system is effective and efficient.,188.955,2.869
"This afternoon, the President will meet with",191.824,1.535
the Congressional Black Caucus&amp;#39;s Executive Committee.,193.359,2.77
The President has brought in and will continue to,196.129,1.835
hear from representatives of all interests as he,197.964,2.302
continues to note that he is the President,200.266,1.568
of all Americans.,201.834,1.435
"Diversity makes our nation strong, and it also means",203.269,3.17
that we don&amp;#39;t necessarily agree on every policy item,206.439,3.337
but that we continue to have a dialogue towards,209.776,2.402
productive policies that help America move forward.,212.178,3.504
The President looks forward to discussing the,215.682,1.601
CBC&amp;#39;s policy priorities and finding ways that they,217.283,3.037
can work together where those priorities align.,220.32,2.569
"This evening, the President will have dinner",222.889,1.501
with Secretary of State Tillerson.,224.39,1.936
