text,start,duration
Sean Spicer: Goo afternoon.,1.134,1.101
Happy Groundhog Day.,2.235,2.236
"We&amp;#39;ve got six more weeks of winter, apparently.",4.471,2.802
"Luckily, for those of you who are going to be",7.273,1.569
"joining the President down to Florida this weekend,",8.842,2.269
you&amp;#39;ll get some time to get a glimpse of summer at,11.111,3.103
the &amp;quot;Winter White House&amp;quot; in Mar-a-Lago.,14.214,1.501
The President is going to start his meeting,15.715,1.969
at 1:00 sharp.,17.684,1.568
You probably just saw the b-roll of folks from,19.252,1.768
"Harley rolling on in, literally.",21.02,2.069
"So, I&amp;#39;m going to try to keep this a little quick.",23.089,2.736
The President signed a proclamation yesterday,25.825,2.536
ushering in Black History Month.,28.361,2.002
He looks forward to an engaging and informative,30.363,2.336
month of events honoring the enormous contributions,32.699,3.003
that African Americans have made,35.702,1.334
throughout our history.,37.036,1.369
"Last night, the President was honored to host the",38.405,2.435
"swearing-in of the next Secretary of State, Rex",40.84,2.603
"Tillerson, in the Oval Office.",43.443,2.069
"As the President said last night, Secretary Tillerson",45.512,2.235
is a man who&amp;#39;s already respected all over the,47.747,1.802
"world for the tremendous life that he&amp;#39;s led, and",49.549,3.37
now will bring his years of experience to the,52.919,2.569
"critical task of making our nation more safer,",55.488,2.836
"more prosperous, and more secure.",58.324,2.703
It&amp;#39;s time to bring a clear-eyed focus to our,61.027,2.136
"foreign affairs, and now with Secretary Tillerson",63.163,2.469
"at the helm of the State Department, we&amp;#39;ll",65.632,1.802
do just that.,67.434,1.401
"We&amp;#39;ll strengthen our alliances, form new ones,",68.835,2.169
and enhance America&amp;#39;s interests throughout,71.004,2.436
the world.,73.44,1.067
Speaking of the President&amp;#39;s excellent,74.507,1.402
"nominees, praise is pouring in from around the",75.909,2.168
country for his pick for Supreme Court.,78.077,2.77
The Detroit News said Judge Gorsuch is a &amp;quot;legal,80.847,2.869
"superstar&amp;quot;; &amp;quot;an outstanding choice,&amp;quot; says",83.716,2.369
the New Hampshire Union Leader.,86.085,1.669
The Richmond Dispatch says the &amp;quot;initial reaction&amp;quot; was,87.754,2.502
&amp;quot;to cheer.&amp;quot;,90.256,1.101
The South Florida Sun Sentinel touted his,91.357,2.036
&amp;quot;excellent qualifications.&amp;quot;,93.393,2.135
"Yesterday, Judge Gorsuch had his first round of",95.528,2.436
meetings on the Hill.,97.964,1.235
"Unfortunately, Senate offices aren&amp;#39;t in the",99.199,2.102
"habit of releasing editorials, but from",101.301,2.569
"everything we heard, the Judge knocked it out of",103.87,1.868
the park on the Senate as well.,105.738,2.336
The President looks forward to a fair and,108.074,1.702
speedy confirmation process for this,109.776,2.069
exceedingly qualified nominee and jurist.,111.845,3.003
"In my last briefing, I read out a list of the",114.848,2.302
senators Judge Gorsuch met with.,117.15,1.902
In addition to the meeting with Majority Leader,119.052,1.568
"McConnell, Majority Whip Cornyn, Judiciary Chair",120.62,2.97
"Grassley, and Sen.",123.59,1.668
"Hatch and Gardner, the Judge also met with",125.258,1.902
Democratic Sen.,127.16,0.767
Joe Manchin of West Virginia.,127.927,2.202
"Recently, Sen.",130.129,0.768
Manchin expressed his belief that Judge Gorsuch,130.897,2.002
could win enough Democrats to hit 60 votes.,132.899,3.57
I&amp;#39;ll agree with the Senator there on that one.,136.469,1.835
"I mean, we have to have a few Trump-state Democrats",138.304,2.67
who want to win re-election.,140.974,1.268
"But, as I pointed out yesterday, this so-called",142.242,3.336
60 vote &amp;quot;standard&amp;quot; is simply not accurate.,145.578,2.469
Democrats are grasping at straws to block the,148.047,2.636
confirmation of an unquestionably,150.683,1.702
qualified nominee.,152.385,1.435
"I&amp;#39;ll repeat, neither of the two Supreme Court",153.82,1.935
justices that President Obama put forward were,155.755,2.703
subject to the 60-vote threshold.,158.458,2.035
"So, although I agree with Sen.",160.493,1.235
"Manchin that Judge Gorsuch will probably get 60,",161.728,3.136
"enough Democrats to get to 60, it&amp;#39;s just simply not",164.864,3.337
ever been a requirement.,168.201,1.768
"Now, on to the events of today.",169.969,1.135
The President started his day by attending the,171.104,1.968
National Prayer Breakfast.,173.072,1.035
"It was a, It&amp;#39;s a tradition that continued over six",174.107,1.468
"decades, going back to President Eisenhower.",175.575,4.571
The President thanked the American people for their,180.146,1.502
faith and prayers that have sustained and,181.648,2.335
"inspired him, noting that the five words that he has",183.983,2.67
heard more than any others as he&amp;#39;s traveled,186.653,1.601
"throughout the country are, &amp;quot;I&amp;#39;m",188.254,2.069
praying for you.&amp;quot;,190.323,1.401
He spoke at length about the ISIS genocide against,191.724,2.736
Christians and the oppression of peace-loving,194.46,2.436
"Muslims, as well as the threats of extermination",196.896,2.936
"against the Jewish people, and made it clear that he",199.832,2.236
believes the United States has a moral obligation to,202.068,2.703
speak out against such violence.,204.771,2.102
He encouraged Americans to remain a tolerant society,206.873,2.602
where all faiths are respected and where all of,209.475,2.303
our citizens can feel safe and secure.,211.778,2.702
"With that goal in mind, the President remarked",214.48,1.802
that he&amp;#39;s taken action to ensure that the United,216.282,1.935
States will not allow a beachhead of intolerance,218.217,3.671
to spread throughout our nation.,221.888,2.402
"In the coming days, we will develop a system to",224.29,1.735
help ensure that those admitted into our country,226.025,2.469
fully embrace our values of religious and personal,228.494,2.403
liberty and reject any form of oppression,230.897,2.769
or discrimination.,233.666,1.602
The President also committed to get rid of,235.268,1.702
the Johnson Amendment and allowing our,236.97,1.501
representatives of faith to speak freely and,238.471,3.17
without retribution.,241.641,0.834
"In a particularly poignant moment during his remarks,",242.475,3.904
the President recalled yesterday his visit to,246.379,1.935
Dover Air Force Base to join the family of Chief,248.314,2.803
Ryan Owens as America&amp;#39;s fallen hero,251.117,2.903
was returned home.,254.02,1.435
After honoring Chief Owens for giving his life in,255.455,2.235
"defense of the American people, the President",257.69,2.469
quoted John 15:13: &amp;quot;Greater love hath no man,260.159,3.604
than this: that a man lay down his life,263.763,2.769
for his friends.&amp;quot;,266.532,1.836
"After returning to the White House this morning,",268.368,2.102
the President held a legislative affairs staff,270.47,2.435
meeting in the Oval Office with his team.,272.905,2.369
The team continues to work closely with Congress to,275.274,1.836
enact the President&amp;#39;s agenda.,277.11,1.568
With the nomination of Judge Gorsuch to the,278.678,2.269
"Supreme Court, extensive outreach is underway on",280.947,2.235
Capitol Hill and we look forward to the Judge,283.182,2.903
receiving a swift and fair hearing.,286.085,2.303
"Between his meetings, the President was pleased to",288.388,1.635
see that EPA Administrator-designee,290.023,1.635
Pruitt was voted out of the Senate Environment and,291.658,1.735
Public Works Committee.,293.393,1.368
"As has unfortunately become the practice,",294.761,1.868
"Democrats again boycotted the hearing, requiring a",296.629,3.504
suspension of the rules in order to,300.133,1.735
advance his nomination.,301.868,1.735
"Following the strategy session, the",303.603,1.368
President met with Sen.,304.971,1.101
"Hatch, Wyden and Congressmen",306.072,1.635
Brady and Neal.,307.707,1.134
This meeting was an opportunity for the,308.841,1.702
President to meet with the chairmen and ranking,310.543,1.768
members of the Senate Finance Committee and the,312.311,1.969
House Ways and Means Committee to help chart,314.28,2.202
the future of,316.482,0.668
U.S. trade policy.,317.15,1.501
The President has put together an all-star trade,318.651,1.869
team that will work closely with the U.S.,320.52,1.935
Trade Representative and the committees led by,322.455,1.668
these members to craft new trade deals.,324.123,2.803
The President has expressed his concern time,326.926,1.802
"and again with NAFTA, which he believes is an",328.728,2.369
out-of-date agreement.,331.097,1.368
The ultimate goal is to ensure the best and,332.465,2.069
fairest treatment of U.S.,334.534,1.334
"workers and businesses, and the President believes",335.868,2.236
"that those interests are best secured by bilateral,",338.104,2.97
rather than multilateral trade deals.,341.074,3.336
He looks forward to working closely with the,344.41,1.468
USTR and Congress when it comes to issues of trade.,345.878,3.537
For those of you who weren&amp;#39;t outside and just,349.415,1.368
"saw the Harleys roll up, it&amp;#39;s no surprise that this",350.783,2.336
afternoon the President will host a meeting and,353.119,1.702
listening session with Harley-Davidson executives,354.821,2.669
and union representatives.,357.49,2.336
"For a list of those individuals, please",359.826,1.635
contact our office.,361.461,1.534
Harley-Davidson has been an American success story,362.995,2.169
"since 1901, when William S.",365.164,1.602
"Harley, at age 21, completed the blueprint",366.766,3.57
drawing of an engine designed to fit,370.336,1.368
into a bicycle.,371.704,0.701
"In 1903, Harley-Davidson began building motorcycles",372.405,3.103
in the United States.,375.508,1.268
"And today, the company has approximately 6,000",376.776,2.502
employees and $6 billion in annual revenue.,379.278,3.137
The company&amp;#39;s global headquarters is located in,382.415,2.102
"Milwaukee, Wisconsin -- which may have had",384.517,2.169
something to do with them getting in so quickly.,386.686,1.868
And there&amp;#39;s a certain staffer.,388.554,1.835
"Today, the President will welcome to the White House",390.389,1.802
the latest generation of Harley-Davidson executives,392.191,2.202
to discuss how to make it easier for businesses to,394.393,2.403
create more jobs and factories in the,396.796,1.635
United States.,398.431,1.201
"Beyond the company executives,",399.632,2.202
representatives from the machinists and steel,401.834,1.702
workers&amp;#39; unions were also be in attendance.,403.536,3.17
Their motorcycles have carried our American,406.706,1.568
service members in war.,408.274,1.435
They carry our police officers that,409.709,1.334
keep us safe.,411.043,1.068
They carry the Secret Service as they protect,412.111,1.702
our presidents.,413.813,1.401
And they bring joy to millions of Americans and,415.214,1.869
throughout the world -- and others throughout the,417.083,2.102
"world, rather.",419.185,0.667
The President is looking forward to hosting these,419.852,1.402
leaders from one of America&amp;#39;s truly great,421.254,2.369
entrepreneurial success stories.,423.623,1.668
"The American worker built this country, and the",425.291,1.335
President is focused on restoring a government,426.626,1.368
that puts their interests first.,427.994,1.334
A few administrative notes.,429.328,0.668
"The National Security Advisor, Mike Flynn, today",429.996,1.334
announced additions to the NSC senior staff.,431.33,1.335
David Cattler will be a Deputy Assistant to the,432.665,1.335
President for Regional Affairs.,434,0.667
"John Eisenberg, Deputy Assistant to the",434.667,1.368
"President, NSC Legal Advisor, and Department",436.035,4.972
Counsel to the President,446.145,0.968
for National Security Affairs.,447.113,1.735
"Kevin Harrington, Deputy Assistant to the President",448.848,2.936
for Strategic Planning.,451.784,1.001
"And, Kenneth Juster, Deputy Assistant to",452.785,2.736
the President for,455.521,0.668
International Economic Affairs.,456.189,2.035
"Lastly, we had a great reaction to our Skype",458.224,2.202
introduction seats yesterday.,460.426,1.435
I know we&amp;#39;ve had a tremendous amount of,461.861,1.935
requests pouring in from around the country.,463.796,2.102
Please contact the press office if you know of any,465.898,2.169
that has an interest in joining us in the future.,468.067,2.636
"In terms of the schedule for tomorrow, the",470.703,2.035
President will host a,472.738,0.701
Strategic and Policy Forum.,473.439,1.869
"Then, in the afternoon, the President will have",475.308,1.368
lunch with General Flynn before departing down to,476.676,3.537
Mar-a-Lago later in the day.,480.213,1.134
"With that, I&amp;#39;ll take some questions.",481.347,2.135
Katie Pavlich.,483.482,1.635
"Katie Pavlich: Hi, Sean.",485.117,0.501
Thanks for the question.,485.852,0.8
"Today, President Trump talked about Christian",487.553,1.735
"genocide at the National Prayer Breakfast, and last",489.555,2.336
year the Obama State Department officially,491.891,1.568
declared a genocide by ISIS against Christians,494.026,2.636
and other minority and religious groups in the,497.23,1.568
Middle East and North Africa.,499.198,0.668
Now that Rex Tillerson has been sworn in as the,500.933,1.936
"Secretary, what specifically is the",503.169,1.802
administration planning to do to comply with the,504.971,2.335
legal obligations of protecting these,507.306,3.504
groups under the U.N.,510.81,1.101
1948 Treaty?,511.911,2.602
Sean Spicer: T great question.,514.513,0.668
I think Secretary Tillerson is learning his,515.181,1.702
way around the building so far this morning.,517.25,2.168
He gave a great speech talking about his vision,519.418,2.536
and goal for the State Department.,522.221,1.001
I think there will be further guidance coming,523.589,1.335
"out on that, Katie.",525.258,0.967
"Right now, his job was to get in, get settled, talk",526.225,3.17
"to the employees, make sure they understood.",529.795,1.702
"But back to the issue, obviously, it&amp;#39;s",532.131,1.468
important to President.,533.866,0.834
It was during -- throughout the campaign.,534.934,1.802
"It&amp;#39;s something that he addressed this morning,",536.736,1.501
and is something that he is committed to.,538.237,2.369
He talked about it in terms of the executive,540.606,1.468
"orders, and allowing Christian minorities in",542.408,2.135
key countries seek asylum in the United States.,544.543,2.103
"He recognizes that, in so many nations, these are",547.246,2.236
the oppressed groups in,551.183,0.701
accordance with how the U.N.,551.884,1.101
defines refugees.,553.619,0.868
"So, I think you&amp;#39;ll see",555.421,0.734
further guidance with that.,556.822,0.768
Jennifer Wisson.,557.59,0.934
Jennifer Wisson: T Sean.,558.524,1.001
"I have two questions, actually.",559.992,0.834
"Today, the President renewed his promise to",563.963,0.634
"protect religious liberty,",564.597,0.801
which he says is under threat.,565.398,0.6
Some Americans see religious liberty as code,565.998,1.902
for discrimination.,567.9,1.835
Can you kind of give us a sense of how the President,569.735,1.902
views this tension?,572.038,2.435
"Sean Spicer: I interesting question,",574.473,1.635
"because I do -- you know, this is something that",576.108,1.902
comes up quite a bit.,578.01,1.735
I think there is a line.,579.745,2.269
People should -- we have freedom of religion in,582.014,2.269
"this country, and I think people should be able to",584.283,1.769
"practice their religion, express their religion,",586.519,2.335
express areas of their faith without reprisal.,588.854,3.304
And I think that pendulum sometimes swings the other,592.158,2.035
way in the name of political correctness.,594.593,3.637
And I think the President and the Vice President,598.23,1.268
both understand that one of the things that makes,600.066,2.869
our country and this democracy so great is our,602.935,2.903
"ability to express our religion, to believe in",605.838,2.903
"faith, to express it, and to live by it.",608.741,3.003
"And that&amp;#39;s where I think the important part is,",611.744,2.069
whether it&amp;#39;s a small business owner or,613.813,1.935
"employee, he wants to have some degree of expression",615.748,2.569
of faith at the company.,618.317,1.101
"And too often those voices get, you know, pushed out",619.418,3.404
in the name of political correctness.,622.822,1.535
"So, he&amp;#39;s going to continue to make sure that we not",624.357,2.135
"only speak up for it, but find ways in which we can",626.959,2.036
keep that line a little less blurred and make sure,630.129,2.903
that the pendulum doesn&amp;#39;t swing against people.,633.032,1.802
We shouldn&amp;#39;t impose a religion on anybody.,635.634,3.037
"We&amp;#39;re free to express our religion or be, you",638.671,2.803
"know, not have one.",641.474,1.935
"That&amp;#39;s obviously, under our, under, in our",643.409,1.802
"country, an equally valid way of living your life.",645.211,5.305
"But at the same time, I think people who want to",650.516,2.002
express their faith shouldn&amp;#39;t be,652.518,2.236
ostracized because they want,654.754,0.934
to live that. Major.,655.688,1.935
"Male Speaker: S could give us an example,",657.623,1.402
"if you could, of the pendulum swinging in the",659.025,2.802
direction of political correctness.,661.827,1.802
And how is that going to inform the President with,663.629,1.602
this executive order?,665.231,1.434
"And as you may know, a draft is circulating",666.665,1.502
around town and many have wondered if that is going,668.167,2.169
to be a way to either silence those on the left,670.336,5.338
or be a threat to the LGBTQ community.,675.674,2.57
Talk us through both of those.,678.244,1.034
Sean Spicer: W if you look back to the,679.845,1.368
"Little Sisters case, if you look back to other",681.213,2.102
"businesses that were, under Obamacare",683.315,2.536
-- what&amp;#39;s that?,685.851,1.302
Male Speaker: W put Hobby Lobby,687.153,0.967
in that category?,688.12,0.668
Sean Spicer: I yeah.,688.788,0.567
Absolutely. I think there&amp;#39;s several businesses and several,689.355,2.903
"institutions, Catholic institutions and others,",692.258,3.203
that have been mandated or attempted to mandate,695.461,4.938
certain things that they may or may not do or how,700.399,1.602
they have to treat their employees.,702.001,1.668
Those are instances where clearly the pendulum is,703.669,2.002
"swinging a different way, where you are not carving",705.671,2.336
out institutions or the ability for privately held,708.007,3.603
businesses to conduct themselves to live,711.61,2.303
according to their faith or their moral compass.,713.913,2.536
"And so, there&amp;#39;s clearly a lot of evidence in the",716.449,2.435
last couple years of the government coming in with,718.884,2.503
"regulations and policies that have, frankly, denied",721.387,2.836
people the ability to live according to their faith.,724.223,2.736
"Male Speaker: F President&amp;#39;s point of view,",726.959,1.735
that&amp;#39;s discriminatory in itself.,728.694,0.701
"Sean Spicer: W there&amp;#39;s, there&amp;#39;s -- like I",729.395,1.735
"said, I think it&amp;#39;s a pendulum.",731.13,0.934
"And where the President is, is that he wants to",732.064,2.469
make sure that you don&amp;#39;t penalize someone for,734.533,2.269
"wanting to express their faith, and that to the",736.802,3.404
extent that we can keep that line a little less,740.206,1.701
blurred and allow people who don&amp;#39;t believe in a,741.907,2.203
"faith or have an opposing faith, make sure that they",744.11,2.435
are equally comfortable in the workplace.,746.545,2.069
But we shouldn&amp;#39;t penalize people or mandate them to,748.614,2.703
abide by certain policies or regulations which are,751.317,3.136
in direct contradiction to their faith.,754.453,2.136
Male Speaker: A about,756.589,0.433
"the executive order, Sean?",757.022,0.935
"How does that -- Sean Spicer: There is no,",757.957,1.535
there&amp;#39;s right now no executive orders that are,759.492,2.335
official or able to read out.,761.827,1.769
We maintain that there&amp;#39;s nothing new on that front.,763.596,3.27
Male Speaker: I&amp;#39;m not -- it&amp;#39;s not a question of --,766.866,2.402
there are a lot of ideas that are being floated out,769.268,2.302
-- I mentioned this the last couple days.,771.57,2.169
"But that doesn&amp;#39;t mean -- part of it is, as the",773.739,1.802
"President does all the time, he asks for input,",775.541,2.803
"he asks for ideas, and on a variety of subjects",778.344,2.402
there are staffing procedures that go on,780.746,2.87
where people have a thought or an idea and it,783.616,2.836
goes through the process.,786.452,1.201
But until the President makes up his mind and,787.653,1.735
"gives feedback and decides that that&amp;#39;s final, there&amp;#39;s",789.388,2.536
nothing to announce.,791.924,0.834
"Male Speaker: Well Sean, thank you.",792.758,1.502
In light of the tragedy that happened in Quebec,794.26,2.235
"City last week, which Prime Minister Trudeau is",796.495,2.903
actually calling an act of terrorism --,799.398,2.703
Sean Spicer: Mm-hm.,802.101,1.368
"Male Speaker: -- what is the President doing, what",803.469,1.234
initiatives is he taking to make sure that that,804.703,2.236
"kind of homegrown, because he was a Canadian citizen,",806.939,2.669
"homegrown terrorism, homegrown violence doesn&amp;#39;t",809.608,3.504
happen within our country?,813.112,1.635
"Male Speaker: Well, there&amp;#39;s a lot of things.",814.747,1.501
"Number one, he&amp;#39;s talked cyber -- I mean, he&amp;#39;s",816.248,1.669
looking at it from every angle.,817.917,2.002
I think the first thing is to make sure that we look,819.919,1.501
at our borders.,821.42,1.034
"You&amp;#39;ve got to protect your own people first, then",822.454,2.503
you&amp;#39;ve got to look at the cyber threats.,824.957,1.501
"You&amp;#39;ve got, I mean, so there is a holistic",826.458,1.969
approach to both immigration and there&amp;#39;s a,828.427,2.236
direct nexus between immigration and national,830.663,2.035
security and personal security that he,832.698,1.702
has to look at.,834.4,1.334
But then it&amp;#39;s a multi-tiered step.,835.734,2.436
"You look at the borders, you look at who we&amp;#39;re",838.17,1.468
"letting in, and you also look at what we&amp;#39;re doing",839.638,2.169
internally with our intelligence agencies and,841.807,2.002
"the FBI that make sure that we&amp;#39;re looking at,",843.809,2.302
whether it&amp;#39;s the cyber threats that we face or,846.111,5.773
"other terrorist activities, but making",851.884,1.001
sure that we&amp;#39;re working with the NSA and the FBI,852.885,2.269
"to be ahead of the curve, if you will.",855.154,2.702
"Male Speaker: If I, if I may.",857.856,0.668
These are homegrown.,858.524,0.967
Male Speaker: Right.,859.491,0.468
Male Speaker: Okalahoma City was an American kid.,859.959,1.501
Male Speaker: Sure.,861.46,0.501
Male Speaker: Okay.,861.961,0.5
"That&amp;#39;s all, that&amp;#39;s what I&amp;#39;m asking.",862.461,0.834
Sean Spicer: That&amp;#39;s what I&amp;#39;m saying.,863.295,1.068
"But I think that, part of it is, looking at using",864.363,1.835
"the assets that we have here, the NSA, the FBI --",866.198,3.837
looking at using the different agencies to see,870.035,2.703
if we can get ahead of the curve and see things.,872.738,1.435
"And a lot of times, that&amp;#39;s been a very big issue, is",874.173,2.702
getting ahead of the curve for when there are,876.875,1.736
"telltale signs, having the reporting systems up,",878.611,2.502
working with the various agencies.,881.113,1.602
"But it&amp;#39;s a multi-effort process, if you will. Kristen.",882.715,3.603
