text,start,duration
Mr. Spicer: Are you sure you guys don&amp;#39;t want a,0,3.837
bigger room?,3.837,0.667
[laughs],4.504,0.667
The Press: No.,5.171,0.668
"The Press: No, no.",5.839,0.667
The Press: We love you.,6.506,0.767
We love being -- we love being --,7.273,1.569
The Press: No.,8.842,0.667
The Press: -- close.,9.509,0.734
We like being close.,10.243,0.834
Mr. Spicer: Okay. Good.,11.077,0.801
"As you know, we&amp;#39;ve had a tremendous amount of",11.878,1.835
activity here in the last 24 hours.,13.713,1.502
Really focused on the American worker.,15.215,2.169
Buy America and hire America is at the core of,17.384,2.869
the president&amp;#39;s plan to create an economy that,20.253,2.202
works for everyone.,22.455,1.335
"And I think, by every indication, you&amp;#39;ve seen",23.79,1.602
that focus in the past 24 and 36 hours.,25.392,3.603
Before we begin going through the events of,28.995,2.236
"today, I want to start off with a quick rundown of",31.231,2.969
all that the president and his administration have,34.2,1.669
done with just one official working,35.869,2.035
day under our belts.,37.904,1.401
"I don&amp;#39;t know about everyone else, but I think",39.305,1.902
it&amp;#39;s been a pretty impressive first and,41.207,2.236
second full days here.,43.443,2.102
President Trump&amp;#39;s meetings yesterday with top,45.545,1.802
business and union leaders -- including front-line,47.347,2.702
"union workers -- went very well, and I think it was a",50.049,2.403
signal to every American worker that jobs and the,52.452,2.436
economy are truly the president&amp;#39;s top priority.,54.888,3.77
"A few of the participants noted afterwards, in each",58.658,2.069
"one of these groups that we meet with, that this",60.727,2.102
"was the first time -- in some cases, ever -- that",62.829,2.002
they&amp;#39;ve been reached out to -- in almost every,64.831,2.002
"case, the first time they were invited",66.833,1.335
into the Oval Office.,68.168,1.468
And I really think that when you look at the level,69.636,4.237
of concern and interest that he has in the,73.873,1.969
"American worker, it&amp;#39;s been clearly on display in the",75.842,2.97
last 24 -- 36 hours.,78.812,2.268
"In addition to these productive meetings, the",81.08,1.602
president also took major steps towards fulfilling,82.682,2.603
some of his biggest campaign promises to,85.285,2.102
the American people.,87.387,1.368
He ushered in a new era of U.S.,88.755,1.501
trade policy by withdrawing from the,90.256,2.069
Trans-Pacific Partnership Agreement and restored,92.325,2.836
respect for taxpayers by instituting a hiring,95.161,2.836
freeze on the executive branch.,97.997,1.769
He also re-affirmed his commitment to life by,99.766,3.07
re-establishing the Mexico City policy.,102.836,2.502
And the president ended his day yesterday with a,105.338,2.035
"bipartisan, bicameral meeting of Congressional",107.373,2.103
"leaders, where he made it clear that he expects",109.476,3.103
there to be no delay in getting an agenda through,112.579,2.769
-- his agenda through Congress and action,115.348,2.035
out of Washington.,117.383,1.502
"This morning, the president began his day",118.885,1.969
"with a breakfast, listening to key",120.854,1.935
automobile executives.,122.789,1.702
They spoke about the importance of increasing,124.491,1.768
manufacturing capabilities,126.259,2.169
specific to the automotive industry.,128.428,2.836
They touched on the need for regulatory reform and,131.264,2.369
"modernized safety standards, which will",133.633,2.269
"advance the industry, leading to technology and",135.902,2.936
job creation here in the United States.,138.838,1.835
"I think you&amp;#39;ve been briefed on the attendees,",140.673,1.602
but real quickly -- Mary Barra was the -- is the,142.275,2.402
head of General Motors -- was here.,144.677,1.635
"Former governor Matt Blunt, the president of",146.312,2.603
the American Automotive Policy Council.,148.915,2.436
Mark Fields of Ford.,151.351,1.968
"Craig Gilden [sic] of General Motors, Roger Carr",153.319,3.571
"of Fiat Chrysler, Sergio Marchionne of Fiat",156.89,3.236
"Chrysler, Zio Jakki, the head of government",160.126,3.504
affairs for Ford.,163.63,1.368
"And then, from the administration -- Jared",164.998,2.502
Kushner was on-hand.,167.5,1.168
"Reince Priebus, Steve Bannon, Stephen Miller,",168.668,2.603
"Gary Cohn, and Hope Hicks.",171.271,2.035
Then the president signed a series of executive,173.306,2.369
actions that will move our country towards energy,175.675,2.536
"independence, but more importantly, really",178.211,2.035
continue to get Americans back to work.,180.246,2.603
The president started by signing a memorandum to --,182.849,2.903
fulfilling a major promise to secure swift approval,185.752,2.569
for the Keystone Pipeline.,188.321,1.702
The memorandum invites Trans-Canada to resubmit,190.023,2.435
their proposal and directs agencies to approve,192.458,2.803
it without delay.,195.261,1.835
There&amp;#39;s an energy revolution that&amp;#39;s going to,197.096,1.635
"happen in this country, and in spite of the",198.731,2.636
bureaucratic and political barriers that have been in,201.367,1.835
"place in the past, we&amp;#39;re ready to move forward.",203.202,3.27
Oil and gas production is up significantly in the,206.472,2.036
"last decade, and our imports have been",208.508,2.069
cut in half.,210.577,1.401
The president&amp;#39;s actions today will create tens of,211.978,2.369
"thousands of new jobs for the American workers, and",214.347,3.203
"move us greater towards energy independence, while",217.55,2.903
at the same time ensuring that we keep the,220.453,1.969
environment as a top priority.,222.422,2.702
The president also signed a memorandum regarding the,225.124,2.236
Dakota Access Pipeline.,227.36,1.768
This memorandum directs agencies to expedite,229.128,2.236
reviews and approvals for the remaining portions of,231.364,2.669
"this pipeline, which the previous administration",234.033,2.903
held up for political reasons.,236.936,1.468
"The $3.8 billion pipeline, already 90 percent",238.404,3.671
"complete, will carry over 500,000 barrels a day of",242.075,4.304
crude oil from areas in North Dakota to oil,246.379,2.703
markets in the U.S.,249.082,0.967
"And in both of these areas, as the president",250.049,2.036
"remarked this morning, he&amp;#39;s going to ensure that",252.085,2.202
we continue to negotiate in both areas to provide,254.287,2.736
the best deal for the American taxpayer.,257.023,2.97
The president signed an executive order,259.993,1.635
establishing a framework for expediting,261.628,2.068
environmental review for high-priority,263.696,2.036
infrastructure projects.,265.732,1.635
Delays and other inefficiencies in the,267.367,2.035
environmental review and permitting process are,269.402,2.369
severely impeding critically important,271.771,2.603
projects that will help us re-modernize and rebuild,274.374,3.47
our nation&amp;#39;s infrastructure.,277.844,1.735
This order will help put an end to the crippling,279.579,1.902
delays caused by bureaucratic red tape.,281.481,3.303
The president also signed a memorandum requiring the,284.784,2.402
Commerce Secretary to submit a report,287.186,2.77
recommending how best to,289.956,1.301
streamline manufacturing permitting.,291.257,2.97
The president has been hearing from manufacturing,294.227,2.369
"-- manufacturers, rather -- that excessive",296.596,1.868
regulation are driving them out of the U.S.,298.464,3.103
As part of his commitment to making America work,301.567,1.969
"again, the president has directed the Commerce",303.536,2.402
Secretary to reach out to manufacturers and the,305.938,1.902
public to identify regulations that are,307.84,2.436
hurting them from moving forward.,310.276,1.935
The president also signed a memorandum directing the,312.211,1.902
Commerce Secretary to lead a study looking into,314.113,2.403
building the Keystone and Dakota Access Pipelines as,316.516,3.503
well as any other future pipeline with U.S.-made,320.019,4.004
"steel, and pipe, and accessories.",324.023,2.803
This is the first step in the president really,326.826,1.768
delivering on his campaign promise to put American,328.594,2.069
steel back at the backbone of the U.S. economy.,330.663,2.569
The U.S. has lost nearly one-third of its manufacturing,333.232,3.27
"base since 1997, even though the country&amp;#39;s population",336.502,3.938
has increased by 50 million people.,340.44,2.369
We&amp;#39;re going to rebuild our infrastructure and we&amp;#39;re,342.809,1.668
going to do it with American workers and with,344.477,2.069
American resources.,346.546,1.868
"As many of you recall, the &amp;quot;buy American&amp;quot; theme was a",348.414,3.437
major part of the president&amp;#39;s,351.851,1.235
inaugural address.,353.086,1.434
This is clearly an immediate action and,354.52,2.036
