text,start,duration
Mr. Spicer: Good afternoon.,0,1.768
I know you&amp;#39;re all looking forward to what promises,1.768,5.005
to be a historic night for the nation and,6.773,3.136
for this President.,9.909,1.368
The President is very excited to make his,11.277,1.769
announcement of the next Associate Justice of the,13.046,2.336
Supreme Court later this evening.,15.382,2.535
According to some polls -- and you know we love polls,17.917,2.336
around here -- for 70 percent of the voter&amp;#39;s,20.253,3.504
President&amp;#39;s choice for Supreme Court was an,23.757,2.168
important factor in their choice at the ballot,25.925,1.836
box in November.,27.761,1.501
For more than 1 in 5 it,29.262,1.802
was the most important factor.,31.064,2.069
"Tonight, he will formally present his nominee to the",33.133,2.269
American people and I can assure you that this,35.402,3.336
individual will make those voters and every,38.738,2.136
"American very, very proud.",40.874,2.302
This particular choice is one that the President,43.176,1.835
takes very seriously.,45.011,1.735
He knows it will impact the course of our,46.746,1.568
country&amp;#39;s jurisprudence for generations to come.,48.314,3.671
"As such, he&amp;#39;s taken careful steps to ensure",51.985,2.803
that this process has,54.788,0.867
both been transparent and inclusive.,55.655,3.57
He has been speaking about the list of individuals,59.225,2.036
"that he may nominate since May of this year, and",61.261,3.336
after consulting with several influential groups,64.597,2.736
released a definitive list of 21 in September,67.333,3.137
pledging that his nominee will solely,70.47,1.401
come from that list.,71.871,1.802
He sought the advice and consent of both,73.673,1.802
republicans and democrat,75.475,1.201
senators throughout this process.,76.676,2.536
The President recognizes the gravity of his choice,79.212,2.302
"to fill the seat left by Justice Scalia, one of the",81.514,3.57
most steadfast protectors of our liberty and,85.084,2.503
devotees of our Constitution that ever,87.587,2.069
graced the bench.,89.656,1.501
Whomever the President selects will be a worthy,91.157,2.503
successor to the brilliant legal mind and,93.66,2.969
Constitutional dedication that -- of Justice Scalia.,96.629,4.505
It&amp;#39;s our intention to start promptly tonight in,101.134,1.935
the East Room at 8:02 p.m.,103.069,1.135
Preset will begin at 6:30.,104.204,2.569
The East Room will be available for live shots,106.773,2.436
approximately 20 minutes following,109.209,1.668
the announcements.,110.877,1.001
And both the briefing room and Pebble Beach outside,111.878,2.936
have extended hours tonight to accommodate,114.814,2.469
any additional journalistic needs.,117.283,2.369
We&amp;#39;ll have further guidance on tonight&amp;#39;s,119.652,1.702
plans as the day evolves.,121.354,2.603
"Moving to the news of the day, I know that Secretary",123.957,2.402
Kelly alongside other DHS officials just recently,126.359,3.003
concluded a briefing on the operational,129.362,2.603
implementation of the,131.965,0.867
President&amp;#39;s executive order.,132.832,1.869
I think it&amp;#39;s pretty clear from the secretary&amp;#39;s press,134.701,1.868
conference that this executive order was,136.569,2.002
enacted with the proper preparation and,138.571,2.403
coordination between the White House and DHS.,140.974,2.836
And that implementation will continue and,143.81,2.803
proceed as planned.,146.613,1.835
We also have a few updates on the leadership of some,148.448,2.202
of our most critical government agencies.,150.65,2.135
"Last night, as you know, the President relieved",152.785,1.602
Sally Yates of her duties as acting attorney general,154.387,2.903
and named Dana Boente as the U.S.,157.29,5.005
Attorney for the U.S.,162.295,0.901
District of Virginia to serve as the acting,163.196,2.536
attorney general until democratic senators,165.732,2.669
finally quit their obstruction and confirm,168.401,1.969
the unquestionably qualified Senator Jess,170.37,2.536
Sessions as our next attorney general.,172.906,2.102
Ms. Yates failed to enforce a legal order,177.31,2.536
approved by the Department of Justice&amp;#39;s Office of,179.846,2.536
Legal Council and designed to protect the citizens of,182.382,3.136
the United States.,185.518,1.502
Calling for tougher vetting individuals --,187.02,1.902
travelers from seven nations is not extreme.,188.922,3.269
It is reasonable and,192.191,1.669
necessary to protect our country.,193.86,2.335
Around 9:00 p.m.,196.195,0.768
"last night, the President signed an affidavit of",196.963,1.902
nomination for Mr. Boente.,198.865,2.269
As one of his first official actions in his,201.134,2.269
new post as acting attorney general he signed,203.403,2.769
a memorandum rescinding Sally Yates&amp;#39; guidance,206.172,2.269
regarding the President&amp;#39;s executive order to ensure,208.441,2.469
it&amp;#39;s full implementation.,210.91,2.302
"Last night, the President also announced the",213.212,1.602
appointment of Thomas Homan as acting director,214.814,2.136
assistant secretary of Homeland Security and,216.95,2.135
director of ICE.,219.085,1.568
"Mr. Homan has a long career at ICE, most",220.653,2.236
recently serving as the executive associate,222.889,2.402
director for enforcement and removal operations.,225.291,3.07
Having a professional in place like this to serve,228.361,2.502
as the acting director is critical to ensuring the,230.863,3.27
efficient administration of the President&amp;#39;s agenda.,234.133,3.304
One other update from a story yesterday -- I hope,237.437,2.269
you all saw the statement that was put out from the,239.706,1.902
Joint Chiefs of Staff where Chairman Dunford,241.608,2.235
noted -- discussed the reorganization of the,243.843,3.036
National Security Council.,246.879,1.168
And he made it clear that he would continue to fully,248.047,2.303
participate in the inner agency process and provide,250.35,2.869
the best possible military advice to the President,253.219,2.536
and members of the NSC.,255.755,1.501
I really hope that that statement closes the book,257.256,2.57
on the misleading narrative.,259.826,1.168
And this should hopefully be the final time that we,260.994,1.668
have to address what was,262.662,1.034
in the national security directive.,263.696,2.002
The family of the President also had a --,265.698,1.702
excuse me -- the President also had a very somber and,267.4,3.036
lengthy conversation with the family of Chief Petty,270.436,2.97
Officer William Ryan Owens.,273.406,2.97
The President offered his sincere condolences to,276.376,2.902
"Officer Owens&amp;#39; wife, his father,",279.278,2.903
and their three children.,282.181,1.602
Chief Owens was on his 12th deployment from,283.783,1.969
what I understand.,285.752,1.935
We could never repay the debt of gratitude that we,287.687,1.868
"owe him, the freedom that he fought for, and the",289.555,4.071
sacrifice that he made as well as the other members,293.626,2.302
of his unit who were injured in this --,295.928,3.237
in this operation.,299.165,2.503
"Today, in the Senate, two of the President&amp;#39;s",301.668,1.868
nominees advance out of the committee.,303.536,3.403
The Energy and national Resources Committee,306.939,1.969
approve the nominations of both Congressman Ryan,308.908,2.035
Zinke as the next interior secretary and the,310.943,2.57
nomination of former Texas governor Rick Perry as the,313.513,2.936
next secretary of energy.,316.449,2.102
Elaine Chao also gratefully received the,318.551,3.67
approval from the full Senate to become the next,322.221,2.136
secretary of transportation.,324.357,1.335
I expect further guidance on her official swearing,325.692,3.136
in to come very soon.,328.828,1.168
The Senate democrats have done everything in their,329.996,2.135
power to slow the work of the Senate while the,332.131,2.202
President continues to take decisive action just,334.333,5.106
like he promised during the thing.,339.439,1.334
So it&amp;#39;s unfortunate that the Senate democrats,340.773,1.936
remain so out of touch with the message that the,342.709,1.901
American people sent this past November.,344.61,2.536
The people want change.,347.146,1.368
President Trump is delivering that change.,348.514,2.136
And the only response from Senate democrats so far is,350.65,2.536
to try to stall the core functions,353.186,2.235
of our government.,355.421,1.302
"I know that I&amp;#39;ve repeated this every day, but",356.723,1.601
"honestly, it&amp;#39;s getting a bit ridiculous.",358.324,1.969
The idea that these highly qualified nominees have,360.293,2.169
the votes for their nomination to be endorsed,362.462,2.168
out of committee and get a full vote are being,364.63,2.203
stalled because democrats are boycotting the,366.833,1.801
committee vote is outrageous.,368.634,2.269
The mere idea that they&amp;#39;re not even showing up to,370.903,2.036
hearings is truly outrageous.,372.939,3.17
So I&amp;#39;d like to give a special shout out to the,376.109,1.668
folks at CSPAN for making sure that all of these,377.777,2.602
embarrassing actions by Senate democrats get the,380.379,2.57
wall-to-wall coverage that they deserve.,382.949,2.636
Voters are going to remember what Senators,385.585,1.601
stood in the way of when President Trump -- by,387.186,2.87
President Trump trying to install his agency and,390.056,1.635
department heads the next time their name,391.691,1.902
is on a ballot.,393.593,1.101
"I don&amp;#39;t mean to sound like a broken record, but the",394.694,1.501
numbers don&amp;#39;t lie.,396.195,1.168
Sixteen of President Trump&amp;#39;s nominees to head,397.363,2.169
major department agencies are still waiting,399.532,2.202
to be confirmed.,401.734,1.201
"At the same time in 2009, President Obama only had",402.935,2.837
seven of these people waiting confirmation.,405.772,2.202
"In 2001, President Bush had all but two.",407.974,3.436
"Moving on, here at the White House this mornings",411.41,2.236
we reiterated the President&amp;#39;s intention to,413.646,2.336
continue to enforce the executive order protecting,415.982,2.302
employees from the Anti LGBTQ Discrimination while,418.284,3.837
working for the federal government or contractors.,422.121,2.503
"Also this morning, the President had a breakfast",424.624,1.801
and listening session with major pharmaceutical,426.425,2.503
company executives in the Roosevelt Room.,428.928,2.803
"Merck, Johnson &amp;amp; Johnson, Celgene, Amgen, Eli Lily,",431.731,3.437
and the pharma trade group were represented,435.168,2.636
at the meeting.,437.804,0.967
"Chairman Greg Walden, chairman of the House",438.771,2.036
Committee on Energy and Commerce,440.807,1.334
also participated.,442.141,1.468
