text,start,duration
"Mr. Spicer: Good afternoon, everybody.",0.7,3.103
"I want to start by acknowledging, as the",3.803,2.236
"President did a little while ago, that a great",6.039,2.536
"American, Kurt Cochran, was killed in the terror",8.575,2.702
attack in London yesterday.,11.277,1.869
Our prayers are with his family and friends.,13.146,3.203
We&amp;#39;re aware of reports that another American,16.349,2.302
"citizen was injured, as well as the potential as",18.651,3.17
this story continues to develop -- we stand ready,21.821,2.703
"to provide consular assistance, but",24.524,2.936
"considering some privacy concerns, I&amp;#39;m not going to",27.46,3.337
further discuss the current state of any of,30.797,2.903
those individuals at this time.,33.7,2.335
"As I said yesterday, the President spoke with UK",36.035,1.936
Prime Minister May to offer his condolences and,37.971,3.403
pledge the full cooperation and support of,41.374,1.702
the United States government in responding,43.076,2.169
to this attack and bringing those,45.245,1.334
responsible to justice.,46.579,2.236
"Now, a little bit on today&amp;#39;s schedule.",48.815,1.468
"This morning, after receiving his daily",50.283,1.869
"intelligence briefing, the President met with over 30",52.152,2.502
members of the House Freedom Caucus to discuss,54.654,2.035
building momentum towards replacing and repealing,56.689,2.837
Obamacare with the American Health Care Act.,59.526,2.869
The members of the Freedom Caucus thanked the,62.395,1.468
President for engaging with them throughout their,63.863,1.936
"negotiations, and the President, likewise,",65.799,2.469
thanked the group for their willingness to work,68.268,1.768
closely with the White House and their colleagues,70.036,2.202
to craft the strongest possible bill.,72.238,2.369
The group agreed that their ultimate goal is to,74.607,1.836
implement a system that will drive down costs and,76.443,1.868
increase access to healthcare for millions of,78.311,2.469
"Americans, and this meeting was, I think, a",80.78,2.169
very positive step towards achieving that goal.,82.949,2.669
This was just the latest in a series of,85.618,3.003
"discussions, in-person and on the phone, that the",88.621,2.403
"President, the Vice President and his team",91.024,2.302
"have had, holding with Republican House members",93.326,3.57
on the American Health Care Act.,96.896,2.236
"This afternoon, we expect the President to continue",99.132,2.836
those meetings with members of the Tuesday,101.968,2.302
"Group from the House,",104.27,1.168
coming up here later today.,105.438,1.769
"Since the law was introduced, the",107.207,1.368
legislative affairs team has been in constant,108.575,1.868
contact with members the American people will be,110.443,2.603
counting on to fulfill their promise of repealing,113.046,2.536
and replacing Obamacare by supporting this,115.582,3.236
bill later tonight.,118.818,1.502
"In the past few days, the President has been on the",120.32,2.969
"phone with scores of Republican members, in",123.289,1.335
addition to the in-persons meetings you&amp;#39;ve seen with,124.624,1.768
"the Republican Study Committee, the House",126.392,2.67
Freedom Caucus and the Tuesday Group.,129.062,2.502
This bill has truly been a collaborative effort,131.564,2.269
from the beginning.,133.833,1.068
"Through an open and deliberative process, the",134.901,1.969
President and his team have helped to negotiate a,136.87,2.736
"very, very strong bill.",139.606,1.902
He was on the phone last night well into the 11,141.508,3.436
"o&amp;#39;clock hour with members on an individual basis,",144.944,2.536
discussing their support for the bill.,147.48,3.404
The amendments that have been incorporated add,150.884,1.701
"important aspects to the bill, like removing costly",152.585,3.804
&amp;quot;essential health benefit&amp;quot; insurance regulations;,156.389,2.769
"repealing Obamacare taxes immediately, starting in",159.158,2.536
2017; reforming Medicaid by allowing states to,161.694,3.404
accept funding as a block grant to implement,165.098,2.269
able-bodied work requirements; and blocking,167.367,2.402
states from receiving enhanced Federal Medical,169.769,1.902
Assistance Percentages if,171.671,1.568
they expanded during the transition.,173.239,2.236
"We&amp;#39;ve already seen the results, with many members",175.475,2.269
coming out and saying they&amp;#39;re going to be,177.744,1.434
a &amp;quot;yes&amp;quot; tonight.,179.178,1.602
"As I&amp;#39;ve noted before, today is actually the 7th",180.78,2.336
"-- and we hope, the last -- anniversary of the day",183.116,2.936
that President Obama signed Obamacare.,186.052,2.536
The President is looking forward to seeing,188.588,1.635
Republicans fulfill the pledge tonight that,190.223,2.235
they&amp;#39;ve been making to their constituents for,192.458,1.635
"years that, with a Republican in the White",194.093,2.336
"House and with them in Congress, they would once",196.429,1.935
and for all see the end of Obamacare.,198.364,2.836
The President -- I assume that President Obama must,201.2,2.67
"be feeling this time is up for his signature law,",203.87,3.603
since today he came out with a rather lengthy,207.473,1.769
statement about it.,209.242,0.667
But he can&amp;#39;t change the facts about,209.909,2.436
where it stands.,212.345,1.134
President Obama stated that Americans received an,213.479,2.336
&amp;quot;upgrade&amp;quot; in insurance.,215.815,1.702
But the mandates Obamacare placed on insurance forced,217.517,2.669
millions off their insurance and away from,220.186,2.269
"their doctor, which broke the promise",222.455,2.202
that they were given.,224.657,1.635
President Obama attempted to move the goal posts on,226.292,2.236
"costs, downplaying the skyrocketing premiums,",228.528,3.136
some in the case of over 100 percent in some,231.664,2.269
"places, and unaffordable deductibles.",233.933,3.037
Americans -- he seems to have forgotten that he,236.97,2.369
"pushed Obamacare on the promise of reducing costs,",239.339,2.936
not making health care unaffordable.,242.275,2.469
President Obama said Obamacare isn&amp;#39;t -- quote,244.744,1.902
-- in a &amp;quot;death spiral.&amp;quot;,246.646,1.501
"But enrollment is nowhere near expectations,",248.147,2.536
and this year it&amp;#39;s actually declining.,250.683,2.002
Insurers are fleeing the exchanges and one in three,252.685,2.469
counties in America only has one insurer.,255.154,4.605
President Obama may not believe the Obamacare is a,259.759,2.102
"&amp;quot;job-killer&amp;quot; but the new law, including its",261.861,2.536
"job-killing taxes, mandates and regulations,",264.397,2.502
speaks for itself.,266.899,1.368
"With the passage of the American Health Care Act,",268.267,1.869
we will begin the process of rolling back,270.136,2.135
Obamacare&amp;#39;s many disastrous policies.,272.271,2.67
"And, of course, it&amp;#39;s not just a big day",274.941,1.334
on the House side.,276.275,1.168
"Over on the Senate, we begin the final and fourth",277.443,2.169
day of Judge Gorsuch&amp;#39;s Senate Judiciary hearings.,279.612,3.47
"Earlier today, Senate Democratic Leader Chuck",283.082,2.636
Schumer announced that Senate Democrats would be,285.718,2.436
mounting a filibuster against his nomination.,288.154,2.703
"From day one, we&amp;#39;ve said that the President made an",290.857,1.835
inspired choice with the nomination,292.692,1.535
of Judge Gorsuch.,294.227,1.435
The American Bar Association has given them,295.662,2.969
their highest rating of &amp;quot;well qualified.&amp;quot;,298.631,2.369
"This week, though, through all four days, he has",301,2.136
showcased his sterling credentials and a,303.136,2.235
brilliant legal mind.,305.371,1.669
We find Senator Schumer&amp;#39;s announcement truly,307.04,1.835
"disappointing, because it breaks with the tradition",308.875,2.302
of how the Senate has handled Supreme Court,311.177,2.269
confirmation votes in modern time -- and,313.446,2.436
represents the type of partisanship that,315.882,2.335
Americans have grown tired of.,318.217,1.869
"In the last half-century, only three Supreme Court",320.086,2.302
justices have ever faced a filibuster.,322.388,2.336
The most recent -- Justice Alito -- was opposed by,324.724,3.403
then-Senator Obama who voted to uphold his,328.127,2.536
"filibuster, and later admitted that his vote was",330.663,2.569
a politically motivated act that he regretted.,333.232,3.237
"In fact, Senate Republicans didn&amp;#39;t",336.469,1.868
"filibuster his Supreme Court nominees,",338.337,2.403
Kagan and Sotomayor.,340.74,2.002
