text,start,duration
"Mr. Spicer: Good afternoon, everybody.",0.967,0.367
Welcome back.,1.334,1.402
Got a busy week ahead of us.,2.736,1.401
"Before I get started, I want to just give you",4.137,4.538
a quick update on something I know in the past there&amp;#39;s,8.675,2.769
been several questions about the President,11.444,1.669
donating his salary to charity.,13.113,2.202
I got an update for you on that.,15.315,2.569
"To that end, the President has spoken with Counsel",17.884,4.671
and made the decision to donate his first-quarter,22.555,3.07
"salary, in total, to a government entity,",25.625,3.971
and he has chosen this quarter to donate it,29.596,3.703
to the National Park Service.,33.299,2.036
"The Park Service has cared for our parks since 1916,",35.335,3.17
and the President is personally proud,38.505,1.768
to contribute the first quarter of his salary,40.273,2.636
"to the important mission of the Park Service, which",42.909,1.735
is preserving our country&amp;#39;s national security.,44.644,3.036
"So, it is my pleasure, on behalf of the President",47.68,2.636
"of the United States, to present a check",50.316,1.602
"for $78,333 to the Secretary of the Interior, Ryan Zinke,",51.918,3.904
"and Superintendent of the Harper&amp;#39;s Ferry Park site,",55.822,5.472
Superintendent Brandyburg.,61.294,5.038
The Press: After taxes?,66.332,1.068
"Mr. Spicer: No, it&amp;#39;s straight up.",67.4,1.301
It is every penny that the President received from,68.701,2.636
the first quarter since the day he was --,71.337,3.037
The Press: But it&amp;#39;s not a full quarter.,74.374,1.268
"Mr. Spicer: Yeah, right, because the Constitution says that --",75.642,3.737
(laughter),79.379,1.334
"-- sorry, that was -- so it&amp;#39;s from January 20th noon forward",80.713,4.805
"Secretary Zinke: We think it will cash, though.",85.518,1.435
(Laughter.),86.953,1.068
"Mr. Spicer: With that, I&amp;#39;m going to let Secretary Zinke make",88.021,2.102
a few comments about the Department of Interior,90.123,1.568
and the work that they&amp;#39;re doing.,91.691,3.904
"Secretary Zinke: Well, thanks.",95.595,2.369
"I&amp;#39;m Secretary Zinke, from the Department of Interior,",97.964,1.802
for those who don&amp;#39;t know me.,99.766,1.168
"Obviously, great to be with you.",100.934,2.836
"Those who don&amp;#39;t know, I get my inspiration",103.77,2.469
from Teddy Roosevelt.,106.239,1.835
"And the motto now in the Department of Interior,",108.074,2.336
if you go to Yellowstone and you have the opportunity,110.41,2.269
"to look at the Roosevelt Arch, it says, inscribed",112.679,3.77
"in stone is, &amp;quot;For the benefit and enjoyment",116.449,2.136
of the people.&amp;quot; And that&amp;#39;s our pledge.,118.585,3.203
"So, for those who aren&amp;#39;t familiar with the",121.788,3.303
"Department of Interior, we span 12 time zones,",125.091,4.071
"from the Virgin Islands, all the way to Palau.",129.162,3.236
And within our holdings are 20 percent,132.398,1.802
of the nation&amp;#39;s land.,134.2,1.568
"We have 417 national parks, we have 562 federally recognized",135.768,7.241
"Indian nations, 567 wildlife refuges,",143.009,4.538
and 221 wilderness areas.,147.547,3.07
And I&amp;#39;m the steward of our nation&amp;#39;s finest,150.617,2.702
and most majestic holdings.,153.319,2.703
After riding on a horse on my first day --,156.022,2.069
"we were pretty busy -- just on public lands alone,",158.091,4.204
"I signed directions, on the first day, to expand",162.295,1.969
"public access -- important if you&amp;#39;re in the West,",164.264,2.969
"especially in the far West, as Montana is.",167.233,4.071
We&amp;#39;ve made sure we increased opportunities,171.304,1.835
"for traditional hunting, fishing,",173.139,3.17
and conservation efforts.,176.309,1.435
And we&amp;#39;ve invested millions across 12 states,177.744,4.07
on preserving our conservation efforts there.,181.814,3.704
"On energy, much of last week was spent on energy.",185.518,4.505
We held one of our most successful leases --,190.023,3.036
"122,000 acres for wind development on federal lands,",193.059,4.538
"off Kitty Hawk, North Carolina.",197.597,2.336
We also stopped the war on coal by continuing a coal,199.933,3.837
leasing program.,203.77,1.635
And I established an oversight committee,205.405,2.636
"to review and analyze across the board rents, royalties",208.041,6.64
"on our federal lands, with the objective of,",214.681,3.67
"number one, being transparent; number two, being Reagan --",218.351,4.738
"trust, but verify; and number three, making sure",223.089,2.803
the taxpayers that own the public lands are getting,225.892,3.336
fair value.,229.228,1.502
"On the management side, we have unfortunately",230.73,3.303
uncovered a lot of internal controls,234.033,2.937
that weren&amp;#39;t there.,236.97,2.335
There&amp;#39;s been in the news several incidents,239.305,2.069
of sexual harassment and a culture of discrimination.,241.374,3.837
And you can hear it from me -- I put policies forth --,245.211,3.737
zero tolerance for sexual harassment,248.948,3.937
or discrimination.,252.885,3.003
"We have 70,000 full-time employees, and each",255.888,3.938
employee deserves the right to enter a workplace,259.826,3.67
"that&amp;#39;s innovative, teamwork, but free from harassment.",263.496,3.537
"On the brighter side, we will pilot the first-ever",267.033,3.87
dog-friendly Department of Interior.,270.903,3.771
"Puppy Day is coming up, so we&amp;#39;ve established that.",274.674,3.47
"And people ask, why are you doing that?",278.144,2.236
"Well, in some way we compete on millennials.",280.38,4.371
So we&amp;#39;re trying to develop ourselves as a friendly,284.751,4.237
"department that&amp;#39;s going to work with people, who are",288.988,1.835
going to be an advocate for collaboration.,290.823,5.072
"And in doing that, we&amp;#39;re going to start",295.895,1.668
with being dog-friendly.,297.563,2.937
"And also, we&amp;#39;ve taken to Twitter.",300.5,2.369
"As you know, this administration",302.869,1.468
"is Twitter-friendly, and so am I -- @SecretaryZinke.",304.337,2.402
(Laughter.),306.739,3.938
"And finally, as a veteran myself, I tell you,",310.677,2.502
I am thrilled at the President&amp;#39;s decision to donate the check,313.179,3.971
he did today.,317.15,1.167
"I did talk to the President last night, and he has decided, as",318.317,3.671
"you know, to donate his entire quarter salary.",321.988,5.305
And we&amp;#39;re going to dedicate it and put it,327.293,1.435
against the infrastructure on our nation&amp;#39;s battlefields.,328.728,3.804
We&amp;#39;re about $100 or $229 million behind,332.532,3.503
"in deferred maintenance on our battlefields alone,",336.035,4.171
and that&amp;#39;s on our 25 national battlefields.,340.206,3.003
And we&amp;#39;re excited about that opportunity.,343.209,3.77
"So, thank you very much for the opportunity to be",346.979,3.404
"with you, and thank you for -- the American people",350.383,2.135
to trust the stewardship of our nation&amp;#39;s greatest,352.518,3.204
holdings with us.,355.722,2.068
"So, I&amp;#39;d like to thank our Superintendent Brandyburg",357.79,3.771
for being here.,361.561,0.667
He&amp;#39;s Harper&amp;#39;s Ferry.,362.228,0.801
"If you haven&amp;#39;t been out there, please do.",363.029,2.369
"With that, I&amp;#39;ll turn it back to Sean",365.398,1.301
and I will take questions.,366.699,1.335
The Press: How is that war on coal been working there?,368.034,1.868
You&amp;#39;re saying that you&amp;#39;re going to open it up,369.902,3.037
because of the war on coal.,372.939,1.268
Isn&amp;#39;t that kind of contrary to what Teddy Roosevelt,374.207,1.801
wanted in preserving land?,376.008,3.17
"Secretary Zinke: Well, there&amp;#39;s no doubt -- three things.",379.178,3.237
"One is, environmentally it&amp;#39;s better to produce energy",382.415,2.436
here under reasonable regulation than watch it get produced,384.851,3.103
overseas with none.,387.954,1.802
"Secondly, jobs matter.",389.756,1.468
There&amp;#39;s a social cost of not having a job.,391.224,3.136
"In some communities, coal mining, forestry",394.36,3.57
are the only jobs.,397.93,2.503
And you can take it from the Crow Nation,400.433,1.635
"in Montana, which I&amp;#39;m familiar with.",402.068,2.803
"Chairman Old Coyote -- the chairman once said, a war",404.871,3.136
"on coal is a war on Crow Nation, and coal jobs",408.007,2.87
are the only jobs.,410.877,1.601
"And lastly, national security.",412.478,2.202
"It is, from a SEAL perspective, it is better",414.68,3.604
to make sure we&amp;#39;re not held hostage on our energy,418.284,3.437
needs in this country.,421.721,2.335
"And like you, I don&amp;#39;t want my kids -- sons and",424.056,2.436
daughters -- to have to fight for war or energy,426.492,2.169
resources we have here.,428.661,1.835
So national security is critical in our energy picture.,430.496,5.239
"And look, the world is safer when America is",435.735,3.336
"stronger, and America stronger is not being",439.071,3.137
dependent on foreign services for energy.,442.208,2.869
"We can do it here right, and we will.",445.077,2.069
"I&amp;#39;m the steward, and certainly we&amp;#39;re not going",447.146,1.835
to sell or transfer public land.,448.981,2.77
And I don&amp;#39;t pick winners and losers.,451.751,2.702
"So, coal isn&amp;#39;t getting any more of a better deal",454.453,2.269
than anything else.,456.722,1.502
We&amp;#39;ll let the market play.,458.224,1.435
But I want to make sure that what we do,459.659,1.801
"is cost-effective and it produces reliable,",461.46,3.537
"abundant, and affordable energy.",464.997,1.936
"The Press: But I think, to the point, are you going",466.933,1.234
"to return the land to its original, pristine value",468.167,4.405
when you&amp;#39;re done?,472.572,1.101
Secretary Zinke: I&amp;#39;m a Boy Scout.,473.673,1.234
"So, I was taught long ago that when you leave",474.907,2.636
"a campground, you leave it in the same or better",477.543,1.702
condition than you found it.,479.245,1.468
And that&amp;#39;s why we&amp;#39;re looking at royalties,480.713,1.468
to make sure we have a reclamation program,482.181,1.835
that makes sense.,484.016,1.268
"All of us want clean air, clean water.",485.284,2.77
"And I&amp;#39;m concerned, as well as you are, to make sure",488.054,2.636
what we&amp;#39;re doing is in the best interest,490.69,1.968
of the public in perpetuity.,492.658,2.469
Last question.,495.127,0.801
The Press: Have you thought about,495.928,1.835
re-designating the Gold Butte Monument in Nevada?,497.763,2.636
Secretary Zinke: We are looking at everything,500.399,2.703
across the board.,503.102,1.435
"When I came in, there was a lot of talk about",504.537,3.737
"different monuments in different places,",508.274,1.835
and I talked to the senators.,510.109,1.769
"And so, everything is on the board, looking at it.",511.878,2.902
"No monument in specific, but looking at the process,",514.78,3.504
"looking at the law, making sure that the monuments",518.284,2.269
follow the law.,520.553,1.935
"And at the end of the day, it&amp;#39;s important that",522.488,3.437
we operate collaboratively.,525.925,1.768
"If you&amp;#39;re outside of Washington, D.C., there&amp;#39;s a lot",527.693,3.637
of anger out there.,531.33,2.236
"And I want the Department of Interior, our rangers",533.566,3.337
"and land managers, to be first viewed as rangers",536.903,3.47
"and land managers, not law enforcement.",540.373,2.402
I don&amp;#39;t want us to be heavy-handed.,542.775,2.102
"And I want us to work with local communities, because",544.877,3.003
that&amp;#39;s where we&amp;#39;re embedded.,547.88,1.702
"Our rangers, they have children, they play",549.582,4.204
"soccer, they coach, they do all those things --",553.786,3.036
I want to make sure the Department of Interior,556.822,1.869
"is the department that works with local communities,",558.691,4.304
"works with the states, and we want to be the &amp;quot;yep&amp;quot;",562.995,2.603
team; that means be an advocate rather than an adversary.,565.598,4.871
Thanks.,570.469,3.471
We&amp;#39;ll come back.,573.94,5.171
Mr. Spicer: Okay.,579.111,1.268
"I know it&amp;#39;s already been a full first day back,",580.379,2.169
but I want to run down a couple of quick things that happened,582.548,2.136
over the weekend.,584.684,1.501
We&amp;#39;re fortunate to be championing many great,586.185,1.735
causes during the month of April that are near,587.92,2.236
and dear to the White House.,590.156,0.834
We released several proclamations on Friday,590.99,3.27
that are available at White House.gov.,594.26,2.703
"This morning, specifically,",596.963,1.201
the President proclaimed April 2nd through the 8th,598.164,2.202
as National Crime Victims&amp;#39; Rights Week.,600.366,2.736
"On Saturday, the President declared a major disaster",603.102,3.036
in the state of California as a result of severe,606.138,2.536
winter storm flooding and mudslides in February.,608.674,3.237
Federal assistance will be supplementing recovery efforts,611.911,2.769
in the area moving forward.,614.68,1.602
"Also on Saturday, the Vice President traveled",616.282,1.835
"to Columbus, Ohio to discuss American jobs and the economy.",618.117,3.904
"He spoke with business leaders at DynaLab, an American-owned",622.021,3.17
and operated electronic manufacturing services company.,625.191,3.303
The Vice President told the crowd that the actions,628.494,2.069
that the President has already taken to create,630.563,1.735
"jobs in this country make it easier to do business,",632.298,3.403
from taking a serious look at the regulatory process,635.701,2.87
to ushering in a new era of American energy.,638.571,3.303
"With respect to today, the President, as you know,",641.874,2.102
welcomed President Al-Sisi of Egypt to the White House,643.976,2.87
this morning.,646.846,0.901
The two Presidents had an honest discussion focused,647.747,2.435
on areas of cooperation.,650.182,1.869
The President made clear that this is a new day,652.051,2.069
"in the relationship between Egypt and the United States,",654.12,2.736
and the President affirmed his strong,656.856,1.701
support of the Egyptian people.,658.557,1.969
It was a candid dialogue during which they,660.526,1.869
discussed both areas of cooperation and of concern.,662.395,3.87
"Also, this morning, the White House released the",666.265,1.602
"official portrait of the First Lady, which is similarly",667.867,3.37
available on White House.gov.,671.237,1.835
"And just about now, the President began a meeting",673.072,3.07
"with Secretary of State Tillerson, where they&amp;#39;re",676.142,2.035
"expected to discuss several topics,",678.177,1.635
including the Secretary&amp;#39;s recent trip to Brussels,679.812,2.169
where he attended the NATO foreign ministers meeting.,681.981,3.537
"As you may have known, just prior to the briefing,",685.518,2.102
the Senate Judiciary Committee voted to advance,687.62,2.269
the President&amp;#39;s selection for Neil Gorsuch to the full Senate.,689.889,4.404
While the White House was pleased that beyond,694.293,3.203
"the committee partisan vote, more Democrats have moved",697.496,3.137
passed partisan obstruction to acknowledge,700.633,2.469
that Judge Gorsuch is simply qualified,703.102,3.17
"and deserving to be on the bench, but we&amp;#39;re obviously",706.272,2.102
disappointed that the overwhelming majority,708.374,2.202
of them are still playing politics with the nation&amp;#39;s,710.576,1.935
highest court.,712.511,1.135
If the Democrats get their way -- and I know,713.646,1.601
the numbers are looking that way -- this is going to be,715.247,2.603
the first successful filibuster of a nominee,717.85,2.236
"to join the Supreme Court, which is clearly unprecedented.",720.086,4.771
"With a vote on Judge Gorsuch expected Friday,",724.857,2.269
the American people will see which senators are,727.126,1.668
willing to keep this seat open to get in the way,728.794,2.569
of President Trump making progress on one of his,731.363,2.803
most significant choices so far.,734.166,3.437
"Also, today opens the application process",737.603,3.437
for this year&amp;#39;s H1B visas.,741.04,1.868
The President has spoken about the H1B visa program,742.908,2.436
in the past.,745.344,0.968
The White House acknowledges that there,746.312,1.334
are issues with the program as it currently,747.646,1.702
"stands; however, there are several laws that are on",749.348,2.97
the books that went unenforced in the previous administration.,752.318,3.937
As the Department of Justice made clear and was,756.255,1.969
"released this morning, the Trump administration will",758.224,2.869
be enforcing laws protecting American,761.093,2.302
workers from discriminating hiring practices.,763.395,3.337
Looking ahead to the schedule for the rest,766.732,1.668
"of the week, the President will host a CEO town hall",768.4,2.67
meeting on the business climate tomorrow morning.,771.07,2.936
"And then in the afternoon, he&amp;#39;ll make remarks",774.006,2.102
