text,start,duration
Mr. Spicer: Good afternoon.,3.169,0.901
I&amp;#39;d like to start off today by having,4.07,2.269
the Secretary of Commerce discuss an action that,6.339,3.07
the Commerce Department took last night with respect,9.409,2.469
to Canadian softwood lumber.,11.878,2.035
It&amp;#39;s an action that talks about what we&amp;#39;re doing,13.913,3.404
to make sure that we&amp;#39;re fighting for our industries,17.317,2.436
here at home.,19.753,0.8
"So, without further ado, I want to bring up",20.553,1.202
Secretary Wilbur Ross.,21.755,2.035
"Secretary Ross: Thank you, Sean.",23.79,2.569
The action we took last night is actually,26.359,2.736
the culmination of a couple of decades,29.095,3.237
of disputes between the United States and Canada.,32.332,4.638
What&amp;#39;s provoked the disputes is the following.,36.97,2.669
"In Canada, the forests are owned by the individual",39.639,4.204
"provinces, and each of the provinces sets a charge",43.843,4.705
for the loggers to use when they&amp;#39;re taking trees down.,48.548,4.104
"In the U.S., it&amp;#39;s all open market, it&amp;#39;s all",52.652,4.972
market-based prices.,57.624,2.669
"So, the provinces subsidize the cutting down",60.293,3.971
of lumber -- the technical term being stumpage --,64.264,2.903
and then that lets them charge a subsidized low price,67.167,5.038
when the product hits the U.S. border.,72.205,4.805
We have determined preliminarily that those,77.01,3.336
"problems, while they vary from one province to",80.346,3.337
"another, in some cases are as high as roughly",83.683,3.504
"25 percent, and on average are around 20 percent.",87.187,5.905
"So, they&amp;#39;re quite material items.",93.092,3.304
"So, the preliminary decision that was put out",96.396,4.237
yesterday imposes those countervailing duties,100.633,6.073
on softwood lumber from Canada.,106.706,3.837
Those duties will be collected starting today,110.543,2.569
"and they will be collected on a retroactive basis,",113.112,4.672
"going back 90 days, because it is 90 days ago",117.784,4.337
that the Canadians were put on notice about this,122.121,3.404
being an inappropriate process.,125.525,3.47
What it amounts to is the following.,128.995,3.504
There is roughly $15 billion worth of softwood,132.499,7.841
"lumber used in houses in this country, and about",140.34,3.27
31.5 percent of that comes from the Canadians.,143.61,5.372
"So, that&amp;#39;s roughly $5 billion a year.",148.982,3.803
A 20 percent tariff on that is essentially,152.785,3.571
a billion dollars a year.,156.356,2.435
And the retrospective 90-day feature adds,158.791,3.838
another $250 million to that on a one-time basis.,162.629,6.573
"Softwood lumber, as I say, is fundamentally used",169.202,5.405
in single-family houses.,174.607,3.437
We do not think that the price of lumber will go,178.044,3.036
"up by anything like the 20 percent, but there may be",181.08,4.405
some small increase in the price of lumber for the house.,185.485,6.973
The Press: Will housing prices be increased,192.458,1.235
in the United States due to that action?,193.693,1.835
"Secretary Ross: Not necessarily, because",195.528,1.635
you&amp;#39;re talking such a small amount.,197.163,2.169
And the biggest part of most home prices in any,199.332,3.704
"event is the land value, not the lumber value.",203.036,3.537
Lumber is a pretty small percentage of the total,206.573,2.602
cost of the house.,209.175,1.468
"The Press: Mr. Secretary, what provoked this?",210.643,2.336
"As you mentioned, this has been a long-running",212.979,2.336
"dispute, subject of conversations between U.S.",215.315,2.235
"and the Canadian governments, the Bush administration",217.55,1.869
and the Obama administration.,219.419,1.434
Is this part of the milk dispute and is this,220.853,1.669
a lever or a bargaining chip with the Canadian,222.522,2.169
government over that dispute that&amp;#39;s going on as well?,224.691,3.136
Secretary Ross: This investigation had been,227.827,2.269
underway before anything came up about milk.,230.096,4.438
"And on a statutory basis, the last day we could have",234.534,3.87
"released the findings would have been today, so",238.404,3.204
the only thing that we did do was accelerate it one day.,241.608,3.303
The Press: If this is not related at all to the milk,244.911,2.736
"dispute, do you see it as factoring in the Canadian",247.647,3.437
judgments about how to respond or how to resolve,251.084,2.235
some of these other trade disputes?,253.319,1.769
"Secretary Ross: Well, everything relates",255.088,1.835
"to everything else when you&amp;#39;re trying to negotiate,",256.923,2.703
so I can&amp;#39;t say there&amp;#39;s no impact.,259.626,2.669
But what we have tried to do was to clear the air,262.295,4.037
and get this dispute out of the way before,266.332,3.07
the big NAFTA talks went on.,269.402,2.803
"That was not possible to achieve, and that&amp;#39;s",272.205,3.437
why we went ahead and released the findings.,275.642,4.704
"The Press: Mr. Secretary, Canada is an extremely",280.346,2.102
close ally and a neighbor.,282.448,2.102
Are you comfortable with how this has worked out in,284.55,2.57
terms of what it means for the overall relationship,287.12,1.935
between our two countries?,289.055,0.867
"Secretary Ross: Well, they are a close ally.",289.922,2.536
They&amp;#39;re an important ally.,292.458,1.335
They&amp;#39;re generally a good neighbor.,293.793,2.102
That doesn&amp;#39;t mean they don&amp;#39;t have to play by the rules.,295.895,2.369
The Press: What do you mean by &amp;quot;generally&amp;quot; a good neighbor?,298.264,1.668
"Secretary Ross: Well, things like this I don&amp;#39;t",299.932,2.903
regard as being a good neighbor -- dumping lumber.,302.835,3.404
And there&amp;#39;s a feeling in the dairy industry that,306.239,3.537
they&amp;#39;re a little bit abrupt in the action,309.776,2.469
that they took the week before.,312.245,3.437
The Press: The Canadian government said that those,315.682,1.935
are unfair tariffs.,317.617,1.301
And each time the case was brought,318.918,1.902
"to an international court, Canada won its case.",320.82,4.037
What do you answer to this?,324.857,0.801
Secretary Ross: I had nothing to do,325.658,1.902
with the prior cases.,327.56,1.335
I&amp;#39;m confident that this case is a good case.,328.895,3.637
"The Press: Going to put tariffs on dairy, too?",332.532,2.536
Secretary Ross: The problem with dairy isn&amp;#39;t,335.068,1.901
that they&amp;#39;re dumping dairy products in the U.S.,336.969,3.738
The problem is the reverse -- they&amp;#39;re prohibiting U.S.,340.707,4.204
dairy producers from selling their products in,344.911,3.103
"Canada, as a practical matter, and we&amp;#39;re looking",348.014,3.97
into whether there are measures we can do,351.984,2.47
to try to correct that.,354.454,1.268
"The Press: Mr. Secretary, have you heard from",355.722,3.203
"anybody in the Canadian government, or has",358.925,1.701
the Prime Minister reached out to President Trump to try,360.626,3.904
to convince you to change your policy or change,364.53,2.269
the approach or work with you in any way?,366.799,2.236
"Secretary Ross: Well, I haven&amp;#39;t heard of anybody",369.035,1.468
trying to ask us to change the approach.,370.503,2.402
You&amp;#39;ve seen the public statements that the,372.905,2.603
Canadians put out.,375.508,1.735
"As far as I know, that is their position.",377.243,2.803
"The Press: Mr. Secretary, I&amp;#39;m curious whether this",380.046,3.37
softwood lumber dispute or the milk dispute points,383.416,3.537
"to the need to revisit, to renegotiate NAFTA sooner",386.953,3.537
rather than later.,390.49,1.434
"Secretary Ross: Well, I think it does, because",391.924,1.702
"if you think about it, if NAFTA were functioning",393.626,2.903
"properly, you wouldn&amp;#39;t having these kinds of very",396.529,3.57
"prickly, very unfortunate developments back-to-back.",400.099,4.405
"So, in that sense it shows that NAFTA has not worked",404.504,3.47
as well as it should.,407.974,1.368
The Press: Milk is not covered by -- this,409.342,2.803
particular dispute is not covered by NAFTA.,412.145,2.102
Secretary Ross: That&amp;#39;s one of the problems.,414.247,1.167
"The Press: Mr. Secretary, in other words, why not",415.414,1.635
try to resolve this in not-so-public fashion?,417.049,3.104
You&amp;#39;re coming in the Briefing Room.,420.153,1.334
You&amp;#39;re obviously trying to flex the muscles of this,421.487,2.636
administration.,424.123,1.335
"What would you say to the layman out there who says,",425.458,2.436
why is President Trump messing with the Canadians now?,427.894,2.435
Secretary Ross: It&amp;#39;s not a question of President Trump,430.329,2.47
messing with the Canadians.,432.799,1.468
We believe the Canadians violated legitimate practice.,434.267,4.037
"And to the degree we&amp;#39;re correcting that, it should",438.304,4.838
"be corrected, just like steel dumping from China",443.142,3.404
or any other trade infraction.,446.546,2.836
"The Press: You&amp;#39;re trying to make a point, publicly.",449.382,2.636
Secretary Ross: We make it publicly all the time.,452.018,2.469
It&amp;#39;s just that there has been so much general,454.487,2.235
public interest engendered by the two things --,456.722,3.671
the dairy and the lumber -- that we thought,460.393,2.636
it was good to clarify.,463.029,1.968
"The Press: Secretary Ross, during the presidential",464.997,1.936
"campaign, people following then-candidate Trump would",466.933,3.67
have assumed his singular focus would be on Mexico,470.603,2.135
in terms of trade.,472.738,1.168
All of a sudden now we&amp;#39;re hearing all these items,473.906,1.869
related to Canada.,475.775,1.368
Can you tell us why the focus seems to have,477.143,2.069
shifted up north?,479.212,1.334
"Secretary Ross: Well, we had no way to know that",480.546,2.77
the Canadian diary people would take the action that,483.316,4.905
they did; nor did we have any way to know that the,488.221,3.97
lumber dispute wouldn&amp;#39;t have been resolved by negotiations.,492.191,3.537
We tried.,495.728,1.135
"It didn&amp;#39;t work, and so we went ahead with",496.863,2.402
the statutory proceeding.,499.265,2.936
The Press: -- any additional trade against Canada?,502.201,2.87
Secretary Ross: I&amp;#39;m sorry?,505.071,1.234
The Press: Is the administration,506.305,1.368
contemplating additional trade actions against,507.673,1.635
Canada at this point?,509.308,1.335
"Secretary Ross: As far as I know, there&amp;#39;s nothing",510.643,2.035
immediate contemplated.,512.678,1.835
"The Press: Secretary Ross, when I talk to trade",514.513,2.77
"experts about this, they say the substance of what",517.283,2.869
"you did is very routine, like this has been done",520.152,2.47
"before, these preliminary countervailing duties.",522.622,4.738
But they said what was really irregular,527.36,1.935
was the way that you communicated it.,529.295,2.002
Is this something that you&amp;#39;re trying to sort,531.297,0.934
of do as a bit of a PR thing to put NAFTA on notice?,532.231,4.738
How should we read your very aggressive statement?,536.969,2.536
"Secretary Ross: Well, it&amp;#39;s not routine -- it&amp;#39;s not",539.505,2.77
routine in that a $1 billion of countervailing,542.275,3.603
duties does not happen every single day.,545.878,2.302
This is a quite large --,548.18,1.368
The Press: It happened in the early 2000s.,549.548,1.302
It&amp;#39;s happened before.,550.85,1.668
It&amp;#39;s not unprecedented.,552.518,1.568
Secretary Ross: No.,554.086,5.239
