text,start,duration
"Mr Spicer: Wow, that&amp;#39;s a crowd.",1.534,3.137
I hope everyone had a great weekend.,4.671,3.704
Good afternoon.,8.375,0.7
"Before I begin, I wanted to introduce the Director",9.075,2.436
"of the Office of Management and Budget,",11.511,2.069
"Mick Mulvaney, to talk to you a bit about the",13.58,1.835
President&amp;#39;s budget.,15.415,1.401
"When Director Mulvaney is finished, we will allow",16.816,4.538
him to take a few questions and then resume,21.354,4.204
the briefing and all the fun that goes with it.,25.558,0.701
"So without any further ado, Director Mulvaney.",26.259,4.671
Direcotr Mulvaney: Thanks very much.,30.93,0.501
I want to talk for a few minutes about the budget,31.431,1.435
blueprint that most of you know the President,32.866,2.836
started speaking about this morning with,35.702,1.401
the governors.,37.103,0.701
I&amp;#39;ll talk a little bit about what it is and what,37.804,2.669
"it isn&amp;#39;t, and then talk about where we are in the",40.473,2.102
budget process and what it looks like from here.,42.575,2.57
"First of all, what this isn&amp;#39;t: This is not a",45.145,1.801
full-blown budget.,46.946,1.635
That will not come until May.,48.581,1.268
So you&amp;#39;re not going to see anything in here that has,49.849,2.236
"to do with mandatory spending, entitlement",52.085,1.935
"reforms, tax policies, revenue projections, or",54.02,3.103
the infrastructure plan.,57.123,1.268
"This blueprint was never going to be that, as I",58.391,1.702
made clear during my Senate confirmation.,60.093,1.668
It is a topline number only.,61.761,2.703
"As for what it is, these are the President&amp;#39;s",64.464,3.17
"policies, as reflected in topline",67.634,2.903
discretionary spending.,70.537,1.234
"To that end, it is a true America-first budget.",71.771,2.336
It will show the President is keeping his promises,74.107,1.968
and doing exactly what he said he was going to do,76.075,1.736
when he ran for office.,77.811,1.768
"It prioritizes rebuilding the military, including",79.579,2.502
restoring our nuclear capabilities; protecting,82.081,2.536
the nation and securing the border; enforcing the,84.617,2.469
laws currently on the books; taking care of,87.086,2.436
vets; and increasing school choice.,89.522,1.735
And it does all of that without adding to the,91.257,2.503
currently projected FY 2018 deficit.,93.76,4.604
The top line defense discretionary number is,98.364,2.236
$603 billion.,100.6,1.335
That&amp;#39;s a $54-billion increase -- it&amp;#39;s one of,101.935,2.969
the largest increases in history.,104.904,2.102
It&amp;#39;s also the number that allows the President to,107.006,1.969
keep his promise to undo the military sequester.,108.975,3.27
The topline nondefense number will be,112.245,1.635
$462 billion.,113.88,1.535
That&amp;#39;s a $54-billion savings.,115.415,2.969
It&amp;#39;s the largest-proposed reduction since the early,118.384,2.236
years of the Reagan administration.,120.62,2.202
The reductions in nondefense spending follow,122.822,2.102
the same model -- it&amp;#39;s the President keeping his,124.924,1.802
promises and doing exactly what he said he,126.726,2.035
was going to do.,128.761,1.535
"It reduces money that we give to other nations, it",130.296,2.236
"reduces duplicative programs, and it",132.532,2.135
eliminates programs that simply don&amp;#39;t work.,134.667,2.503
The bottom line is this: The President is going to,137.17,1.435
protect the country and do so in exactly the same way,138.605,2.969
that every American family has had to do over the,141.574,2.303
"last couple years, and that&amp;#39;s",143.877,0.867
prioritize spending.,144.744,1.802
The schedule from here -- these numbers will go out,146.546,2.202
to the agencies today in a process that we,148.748,1.869
describe as passback.,150.617,2.035
Review from agencies are due back to OMB over the,152.652,2.169
"course of the next couple days, and we&amp;#39;ll spend the",154.821,1.635
next week or so working on a final budget blueprint.,156.456,3.87
We expect to have that number to Congress,160.326,3.904
by March 16th.,164.23,1.702
That puts us on schedule for a full budget --,165.932,2.569
"including all the things I mentioned, this one does",168.501,1.335
not include -- with all the larger policy issues,169.836,3.503
in the first part of May.,173.339,2.403
"So with that, I&amp;#39;ll take a couple questions.",175.742,1.501
"Yes, sir.",177.243,0.701
"The Press: Mr. Director, in order to get to your",177.944,1.535
topline on the rest of the nondiscretionary -- or,179.479,2.803
"rest of the discretionary budget, if you&amp;#39;re not",182.282,1.735
"going to touch veterans benefits, you need to",184.017,2.536
slice about 12 percent off of the rest of government.,186.553,2.669
Can&amp;#39;t you do that without affecting the services the,189.222,3.203
government provides for --,192.425,1.101
DIrector Mulvaney: And that&amp;#39;s part of what this,193.526,1.335
process is this week.,194.861,1.568
"The numbers go out, and the numbers -- each agency",196.429,2.636
will get its topline number along with,199.065,1.969
recommendations from OMB as to how we think they,201.034,2.035
can hit that number.,203.069,0.701
"And they may come back to us and say, yeah, we think",203.77,1.535
"that&amp;#39;s a good way to reach that number, or they may",205.305,1.768
come back to us with other suggestions.,207.073,2.669
That&amp;#39;s what this process is.,209.742,1.135
I think it&amp;#39;s fairly unusual for us to be,210.877,1.802
"coming to you this early in the process, but we",212.679,2.302
wanted to let everybody know exactly,214.981,1.335
where we were.,216.316,0.667
The Press: But we&amp;#39;re not talking about 2 or 3,216.983,1.735
percent -- we&amp;#39;re talking about double-digit,218.718,1.335
"reductions, and that&amp;#39;s a lot.",220.053,0.734
Director Mulvaney: There&amp;#39;s going to be a lot of,220.787,1.368
"programs that -- again, you can expect to see",222.155,2.302
exactly what the President said he was going to do.,224.457,2.569
"Foreign aid, for example -- the President said",227.026,1.735
we&amp;#39;re going to spend less money overseas and spend,228.761,1.669
more of it here.,230.43,0.667
That&amp;#39;s going to be reflected in the number we,231.097,1.668
send to the State Department.,232.765,0.801
The Press: Thank you very much.,233.566,1.235
One quick follow on foreign aid.,234.801,1.902
That accounts for less than 1 percent of,236.703,2.535
overall spending.,239.238,0.668
And I just spoke with an analyst who said even if,239.906,3.036
"you zero that out, it wouldn&amp;#39;t pay for one year",242.942,2.936
of the budget increases that are being,245.878,2.002
proposed right now.,247.88,0.835
So how do you square that amount?,248.715,2.002
"So why not tackle entitlements, which are",250.717,2.002
"the biggest driver, especially when a lot of",252.719,1.635
Republicans over the years have said that they need,254.354,1.968
to be taxed?,256.322,0.668
Director Mulvaney: Sure.,256.99,0.667
"On your foreign aid, it&amp;#39;s the same answer I just",257.657,1.868
"gave, which is, yes, it&amp;#39;s a fairly part of the",259.525,2.737
"discretionary budget, but it&amp;#39;s still consistent with",262.262,2.402
what the President said.,264.664,0.834
"When you see these reductions, you&amp;#39;ll be able",265.498,2.169
to tie it back to a speech the President gave or,267.667,1.668
something the President has said previously.,269.335,1.869
He&amp;#39;s simply going to -- we are taking his words and,271.204,2.402
turning them into policies and dollars.,273.606,3.27
So we will be spending less overseas and spending,276.876,2.069
more back home.,278.945,1.768
I forgot your second question.,280.713,1.101
"The Press: O entitlements, why not",281.814,1.702
"address entitlements, which is the biggest",283.516,1.802
driver of spending?,285.318,0.701
Director Mulvaney: It&amp;#39;s very unusual to -- this is,286.019,2.035
a budget blueprint -- what some folks used to call a,288.054,2.502
skinny budget -- and it would not be at all,290.556,1.635
"unusual for larger policy decisions, including tax",292.191,3.471
"reform, revenue projections not to be",295.662,1.835
included in this budget.,297.497,0.867
That will come in -- The Press: Down the line?,298.364,1.935
The Press: Sir -- The Press: Hold on.,300.299,1.335
"So down the line, could we see some type of budget",301.634,1.335
that deals with entitlements?,302.969,0.667
Director Mulvaney: The full budget will contain,303.636,1.368
the entire spectrum of the President&amp;#39;s proposed,305.004,2.836
policy changes.,307.84,0.701
