text,start,duration
Mr. Spicer: Here we go.,0,4.471
"Good afternoon, everyone.",4.471,2.502
Appreciate that help.,6.973,1.835
"As you just saw, the President was honored to",8.808,2.403
host the swearing-in of Attorney General Sessions,11.211,3.17
in the Oval Office just a short time ago.,14.381,2.736
"Under Attorney General Sessions, the Justice",17.117,1.768
"Department will return to its original, core",18.885,2.135
mission: to uphold the rule of law to ensure that,21.02,3.17
justice is administered and enforced fairly and,24.19,2.336
impartially for all Americans.,26.526,1.869
Attorney General Sessions -- come on in.,28.395,3.036
Unknown Speaker: A little crowded.,31.431,1.535
Mr. Spicer: I&amp;#39;m sorry.,32.966,1.301
"Well, you know, it&amp;#39;s a Trump briefing.",34.267,2.903
Attorney General Sessions is a world-class legal,37.17,1.935
"mind and experienced prosecutor, and the",39.105,2.102
President is pleased to have him finally in place,41.207,2.203
as our nation&amp;#39;s top law enforcement officer.,43.41,2.669
"After the Attorney General&amp;#39;s swearing-in, the",46.079,1.568
President signed three executive orders dedicated,47.647,2.669
to standing behind the police officers who risk,50.316,1.836
their lives every day to protect us and our,52.152,1.968
"communities, reducing crime, and stopping",54.12,2.436
cartel violence.,56.556,1.435
The first executive order directs the newly,57.991,2.102
installed Attorney General to develop a strategy for,60.093,2.803
more effectively prosecuting people who,62.896,1.868
commit violence against members,64.764,1.702
of law enforcement.,66.466,1.468
We must better protect those who protect us.,67.934,2.469
Our men and women in blue need to know that we&amp;#39;re,70.403,1.769
with them 100 percent as they patrol our streets.,72.172,3.203
"Unfortunately, this has not always been the case.",75.375,2.502
Law enforcement officials have been vocal about the,77.877,2.87
lack of support they received under the,80.747,2.069
past administration.,82.816,1.434
This lack of support demoralized many officers,84.25,2.536
"and, in some cases, led to their discouraging their",86.786,2.67
"engagement with local communities, only causing",89.456,3.603
further harm and deterioration.,93.059,1.902
"It&amp;#39;s imperative that federal, state, and local",94.961,1.969
law enforcement agencies better coordinate and,96.93,2.469
share information across jurisdictions to better,99.399,2.936
serve and protect our communities.,102.335,2.436
This order will start the important work of doing,104.771,2.102
"just that, instituting a holistic approach that",106.873,2.703
involves the whole of government.,109.576,1.735
It also directs the Department of Justice to,111.311,1.935
work with other federal agencies to come up with,113.246,2.703
ways to further reduce violence against law,115.949,1.968
"enforcement, and orders a hard look at how the",117.917,2.369
Department of Justice and other agencies use their,120.286,2.57
law enforcement grants.,122.856,1.701
"The second order establishes a task force,",124.557,2.303
"led by the new Attorney General, to reduce crime",126.86,2.702
and restore public safety,129.562,1.402
in communities across America.,130.964,2.536
"Together, the members of this task force are going",133.5,2.135
to come up with specific recommendations: how we,135.635,2.336
can change existing federal law to better,137.971,2.269
"prevent crime and improve public safety, and develop",140.24,3.303
stronger working relationships with our,143.543,1.735
state and local partners.,145.278,1.768
The President is confident that this task force will,147.046,1.769
develop a systematic strategy to help further,148.815,2.669
protect the American people.,151.484,1.668
Communities across our nation have been,153.152,1.402
"devastated by a surge in violent-crime rates,",154.554,1.969
particularly in our major cities.,156.523,2.135
"Over the last eight years, we&amp;#39;ve experienced",158.658,1.735
declining focus on law and order.,160.393,2.169
Crime reduction will clearly be a priority for,162.562,2.803
this White House.,165.365,1.234
The last executive order re-focuses the energy and,166.599,2.336
resources of the federal government to dismantle,168.935,2.269
"transnational criminal organizations,",171.204,2.135
such as drug cartels.,173.339,1.735
It&amp;#39;s important to emphasize that we cannot,175.074,1.702
reduce crime in the United States without,176.776,2.302
additionally addressing illegal immigration,179.078,1.836
and illegal drugs.,180.914,1.468
"Through this executive order, the President",182.382,1.701
instructs the Attorney General to form a,184.083,1.902
comprehensive and decisive,185.985,1.535
approach to destroying transnational crime,187.52,2.569
organizations and drug cartels.,190.089,2.436
These cartels represent a clear and present danger,192.525,2.87
to our nation.,195.395,1.134
"They bring dangerous criminals, drugs, and",196.529,2.102
violence to once-peaceful neighborhoods both here at,198.631,2.803
home and in other parts of the world.,201.434,1.969
"They have fueled addiction and overdose deaths, and",203.403,2.869
they can no longer be allowed to operate with,206.272,1.835
impunity in our country or our hemisphere.,208.107,3.137
This order pulls together the experience and,211.244,1.868
resources of federal agencies to work towards,213.112,2.67
emphasizing specific goals in this regard.,215.782,2.569
"Number one, to upgrade our information-gathering",218.351,2.502
about these transnational organizations and cartels.,220.853,3.137
Without accurate information about these,223.99,1.868
"threats, and the ability and willingness to share",225.858,1.936
"this information, we&amp;#39;re not going to be able to",227.794,1.802
tackle this problem.,229.596,1.167
"It&amp;#39;s important to note that, prior to this",230.763,2.403
"administration, if you had called the Department of",233.166,1.868
"Justice to ask for these statistics,",235.034,2.036
they never kept them.,237.07,1.134
