text,start,duration
"Mr. Spicer: Good afternoon, everybody.",2.969,1.435
I hope those who celebrated had a great,4.404,2.302
Easter holiday and have had a chance to go out,6.706,2.302
and check out the activity on the South Lawn.,9.008,1.769
We&amp;#39;ve got a few waves still to go.,10.777,2.469
The President and the First Lady welcomed,13.246,2.436
thousands of families here to the White House,15.682,1.368
this morning for the 139th Annual Easter Egg Roll.,17.05,3.77
"When it&amp;#39;s all said and done, we will have had",20.82,1.569
"thousands of guests, including many active-duty",22.389,2.235
"military, veterans, families, children from",24.624,2.77
"local schools, patients from local children&amp;#39;s",27.394,2.535
"hospitals, all here to share in this historic event.",29.929,3.904
"Right about now, the President is finishing up",33.833,2.303
his regular meeting with the Secretary of State.,36.136,2.969
"The Vice President, of course, is currently",39.105,1.969
"on a 10-day trip visiting South Korea, Japan, Indonesia,",41.074,3.97
and Australia.,45.044,1.168
"While in South Korea, the Vice President",46.212,2.002
participated in an Easter church service with both,48.214,2.203
American and South Korean servicemembers and their,50.417,2.502
"families, and has been holding bilateral meetings",52.919,2.569
with representatives of the South Korean government.,55.488,2.403
The Vice President is delivering a message,57.891,1.468
to the people of the Republic of Korea on behalf,59.359,1.902
"of the President that even in these troubled times,",61.261,3.303
the United States stands with them for a free,64.564,2.336
and secure future.,66.9,1.868
"Under President Trump, our ironclad alliance will be",68.768,3.537
"even stronger, our nations will be safer,",72.305,3.303
and the Asia Pacific region will be more secure.,75.608,3.337
"From South Korea, the Vice President will head to Japan.",78.945,2.469
I&amp;#39;ll continue to provide updates as they warrant,81.414,3.303
during the Vice President&amp;#39;s trip throughout the rest of the week.,84.717,2.67
"Looking ahead, tomorrow the President heads",87.387,1.935
"to Wisconsin, where he&amp;#39;ll talk about his &amp;quot;Buy America,",89.322,2.97
"Hire America&amp;quot; agenda at Snap-on Tools in Kenosha, Wisconsin.",92.292,3.637
"For those of you who aren&amp;#39;t aware, Snap-on",95.929,2.769
is a prime example of a company that builds American-made,98.698,2.503
tools with American workers for U.S. taxpayers.,101.201,3.603
We&amp;#39;ll be having a background briefing here,104.804,1.835
"in this room, later this afternoon, with senior",106.639,1.735
administration officials regarding the details,108.374,2.369
of the trip.,110.743,1.001
Further guidance should be coming out,111.744,1.602
in your inboxes momentarily.,113.346,2.035
"On Wednesday, the President will sign",115.381,1.735
the Veterans Choice Program Extension and Improvement Act.,117.116,3.704
"The President is proud to sign this legislation,",120.82,3.47
which passed unanimously by the Senate earlier this month.,124.29,3.204
The bill ensures that veterans have certainty,127.494,2.535
and continuity of care while this administration,130.029,2.736
works with Congress to develop a plan that,132.765,2.403
reforms the VA system and gives our nation&amp;#39;s heroes,135.168,3.07
the care that they deserve.,138.238,1.668
He&amp;#39;ll also host the New England Patriots this,139.906,2.669
Wednesday to congratulate them on their fifth,142.575,2.636
Super Bowl win.,145.211,0.834
"And, on Thursday, the Prime Minister of Italy",146.045,3.137
will be here for an official visit.,149.182,2.035
"And with that, I&amp;#39;ll kick it off to the birthday boy,",151.217,4.138
Mr. Jim Acosta.,155.355,1.835
The Press: I&amp;#39;ll take it.,157.19,0.767
"Thank you, Sean.",157.957,1.702
Does the President have a red line when it comes,159.659,2.436
"to North Korea that, if they cross it, they will bring",162.095,3.67
about some kind of military response from the U.S.?,165.765,2.97
