text,start,duration
"Mr. Spicer: Good afternoon, everyone.",0,1.835
Happy Friday.,1.835,0.667
It&amp;#39;s another busy day here at the White House and,2.502,3.003
across the Trump administration.,5.505,1.435
The first jobs report under the President&amp;#39;s,6.94,2.402
administration was released this morning.,9.342,2.569
"It&amp;#39;s National Wear Red Day, highlighting the",11.911,2.536
importance of preventing heart disease.,14.447,1.902
It&amp;#39;s National Catholic Schools Week.,16.349,1.335
And the President is going to be signing some,17.684,1.368
"executive orders, delivering some",19.052,1.368
much-needed regulatory relief to lenders and,20.42,1.335
borrowers in the next few minutes.,21.755,1.334
We&amp;#39;re finishing up the,23.089,0.668
second week here really strong.,23.757,0.667
"Yesterday, another great deal was reached with",24.424,1.335
Lockheed Martin for the purchase of a,25.759,1.334
new lot of F35s.,27.093,0.668
"Through the President&amp;#39;s intervention, a total of",27.761,1.368
90 planes -- for a lot of 90 planes; 55 were,29.129,1.334
purchased for U.S.,30.463,1.135
military that added up to a total of $455 million,31.598,5.005
savings for U.S.,39.706,5.439
"taxpayers from the previous lot, with an",45.145,6.373
"average cost reduction of 7.5 percent, another big",51.518,3.737
win that the President has delivered on,55.255,2.402
for U.S. taxpayers.,57.657,1.568
"Speaking of good numbers, let&amp;#39;s turn to",59.225,1.402
the jobs report.,60.627,0.867
"The economy added more than 227,000 new jobs,",61.494,4.138
"significantly more than the 175,000 that",65.632,2.836
had been expected.,68.468,1.301
Today&amp;#39;s report reflects the consumer confidence,69.769,2.369
that the Trump presidency has inspired.,72.138,4.171
"According to a recent Gallup poll, economic",76.309,2.102
"confidence is at a new high, and ADP showed",78.411,2.903
strong private sector hiring.,81.314,2.169
President Trump campaigned on how to make,83.483,1.535
America work again.,85.018,1.334
"Even before he took office, the markets knew",86.352,2.57
he would deliver on that promise.,88.922,1.835
The President&amp;#39;s already taken significant steps to,90.757,2.069
"turn our economy around, and he&amp;#39;s looking forward",92.826,2.502
to ensuring that every American who wants a,95.328,1.635
job has the opportunity to find one.,96.963,2.836
While the President is definitely pleased that,99.799,2.403
the job growth has far surpassed expectations and,102.202,2.836
"that the labor force participation is rising,",105.038,2.469
he also recognizes that there&amp;#39;s a lot,107.507,1.969
more work to be done.,109.476,1.568
The President has a big and bold agenda to,111.044,2.602
grow the U.S.,113.646,0.668
economy and to create jobs.,114.314,1.902
"In just his first two weeks in office, he&amp;#39;s met",116.216,2.569
with more than 50 business leaders across a vast,118.785,2.703
range of industries.,121.488,1.835
"This morning, the President participated in",123.323,1.668
a strategic and policy forum with business,124.991,2.002
leaders from some of our country&amp;#39;s most,126.993,2.769
successful companies.,129.762,1.535
The President understands the importance of an open,131.297,2.002
dialogue with fellow business leaders on how to,133.299,2.269
make the nation&amp;#39;s economy stronger.,135.568,2.636
His firsthand experience as a successful,138.204,3.137
businessman helps to guide his decisions as,141.341,2.235
"President, and he will continue to seek opinions",143.576,2.703
of other job creators while crafting an,146.279,1.735
economic agenda.,148.014,1.335
All of these meetings are focused on one primary,149.349,2.435
goal: Providing new and improved employment,151.784,2.536
opportunities for all Americans.,154.32,1.835
We&amp;#39;re looking at a full range of policy measures,156.155,2.57
"to achieve that goal: Regulatory relief, tax and",158.725,2.836
"trade reform, empowering women in the workplace,",161.561,2.536
"rebuilding America&amp;#39;s crumbling infrastructure,",164.097,2.369
and improving our education system.,166.466,2.169
"Also today, in pursuit of that goal, the President",168.635,2.269
will be signing two executive actions as part,170.904,2.202
of his plan to overhaul our financial and,173.106,2.068
regulatory system.,175.174,1.135
I expect that to happen closer to the,176.309,1.935
one o&amp;#39;clock hour.,178.244,1.268
The first is an executive order for proposing,179.512,2.002
guideline principles that sets the table for a,181.514,2.536
"regulatory system that mitigates risk, encourages",184.05,3.437
"growth, and more importantly,",187.487,1.968
protects consumers.,189.455,1.669
The Dodd-Frank Act is a disastrous policy that&amp;#39;s,191.124,3.069
"hindering our markets, reducing the availability",194.193,2.536
"of credit, and crippling our economy&amp;#39;s ability to",196.729,2.57
grow and create jobs.,199.299,1.935
It imposed hundreds of new regulations on financial,201.234,2.903
institutions while establishing unaccountable,204.137,1.868
and unconstitutional new agency that does not,206.005,5.172
adequately protect consumers.,211.177,1.869
"Perhaps worst of all, despite all of its",213.046,2.035
"overreaching, Dodd-Frank did not address the causes",215.081,2.936
"of the financial crisis, something we all",218.017,2.336
know must be done.,220.353,1.468
"It did not solve the &amp;quot;too big to fail,&amp;quot; and we must",221.821,2.903
determine conclusively that the failure of a,224.724,2.536
large bank will never again leave,227.26,1.501
taxpayers on the hook.,228.761,1.735
The presidential memorandum addresses the,230.496,1.669
burdens of government regulations and the,232.165,1.601
