text,start,duration
"Mr. Spicer: Hey, good afternoon, everyone.",0,5.004
It&amp;#39;s been a little while.,5.004,2.436
Hope you missed me.,7.44,0.601
(laughter),8.041,2.002
The Press: You missed us?,10.043,0.701
Mr. Spicer: Absolutely.,10.744,0.867
"We&amp;#39;ve got a lot to talk about today, so let&amp;#39;s get",11.611,2.836
right to it.,14.447,0.701
"First off, I want to acknowledge the tragic",15.148,2.736
plane crash that occurred in Australia that took the,17.884,2.669
"lives of five individuals, including four Americans.",20.553,2.97
The President&amp;#39;s thoughts and prayers are with the,23.523,1.735
"families of the victims, and the U.S.",25.258,1.902
embassy and consulate are ready to provide necessary,27.16,2.769
and appropriate assistance.,29.929,2.136
"Moving on, the President was honored to announce",32.065,2.135
that Lieutenant General McMaster will be his,34.2,2.469
National Security Advisor.,36.669,1.836
General McMaster served this nation in the United,38.505,3.136
"States Army for over three decades, including during",41.641,3.27
"Operation Iraqi Freedom, Operation Enduring",44.911,2.636
"Freedom, and Desert Storm.",47.547,2.102
The President met with many distinguished and,49.649,2.336
"qualified candidates for the position, and as he",51.985,2.235
has said that he will continue to consider many,54.22,1.835
of them for other positions within,56.055,2.069
the administration.,58.124,1.302
He is especially pleased that Lieutenant General,59.426,1.768
Kellogg will stay on as the National Security,61.194,2.202
Council Chief of Staff.,63.396,1.635
The President is proud to welcome General McMaster,65.031,3.17
to the team where he will have full authority to,68.201,2.169
structure the office to his desires to best serve,70.37,3.737
"its ultimate mission, which is to protect the",74.107,2.302
American interests at home and abroad.,76.409,2.536
"This morning, Secretary Kelly and the Department",78.945,1.869
of Homeland Security released memos regarding,80.814,2.035
the implementation of two of the President&amp;#39;s,82.849,2.603
executive orders that are designed to,85.452,1.935
protect the homeland.,87.387,1.501
These two memos provide explicit guidance to DHS,88.888,3.137
staff on how to carry out two executive orders,92.025,2.736
signed by the President on January 25th -- one,94.761,3.103
dealing with interior enforcement and one,97.864,2.569
dealing with border security.,100.433,1.969
"Perhaps most critically, the President is",102.402,2.202
empowering DHS to carry out the immigration laws,104.604,2.636
currently on the books.,107.24,1.001
"Of course, DHS gave a full briefing on these memos",108.241,3.27
"this morning, but just to briefly summarize a few of",111.511,3.537
the facts: The memo regarding the executive,115.048,2.769
order &amp;quot;Enhancing Public Safety in the Interior of,117.817,2.136
the United States&amp;quot; outlines several practices,119.953,2.702
and policies in order to strengthen the efficient,122.655,3.304
and faithful execution of this country&amp;#39;s,125.959,2.402
immigration laws.,128.361,1.435
"That includes hiring more ICE agents and officers,",129.796,2.836
as well as additional mission support and legal,132.632,1.935
staff necessary to support their activities.,134.567,3.07
This memo also directs the establishment of the,137.637,2.069
Victims of Immigration Crime Engagement Office,139.706,2.769
"within ICE, fulfilling another major campaign",142.475,3.237
promise of the President.,145.712,1.568
This office will facilitate the engagement,147.28,2.703
with victims and their families to ensure that,149.983,1.968
their questions and concerns regarding,151.951,2.236
immigration enforcement efforts are addressed.,154.187,2.769
The memo regarding the executive order &amp;quot;Border,156.956,2.036
Security and Immigration Enforcement Improvements&amp;quot;,158.992,2.936
outlines the steps that DHS will take to secure,161.928,2.603
"the nation&amp;#39;s southern border, prevent further",164.531,2.435
"illegal immigration, and to repatriate illegal",166.966,2.97
"immigrants swiftly, consistently, and humanely.",169.936,3.971
This includes immediately identifying and allocating,173.907,2.502
"all sources of available funding for the planning,",176.409,2.769
"design, construction, and maintenance of a wall",179.178,3.337
along our southern border and hiring of additional,182.515,2.569
"personnel, including 5,000 additional CBP border agents.",185.084,4.672
"Again, I would refer you to DHS for further comment",189.756,2.769
on these specific memos.,192.525,1.502
There are factsheets and Q&amp;amp;As on the DHS website,194.027,3.336
that address many of the intricacies in areas,197.363,2.069
within each of these executive orders that you,199.432,3.437
might have questions on.,202.869,1.435
"Also, this weekend, the President had calls with",204.304,1.901
the President of Panama and the Prime Minister of,206.205,2.636
Trinidad and Tobago.,208.841,1.502
Readouts of those calls have both been provided.,210.343,2.769
The President&amp;#39;s team this weekend also had a very,213.112,2.203
productive meeting on the President&amp;#39;s plan to repeal,215.315,1.968
"and replace Obamacare, and ensure that it is replaced",217.283,3.137
with a system that works for all Americans.,220.42,2.335
"Back to the President&amp;#39;s schedule today, in honor",222.755,1.869
"of Black History Month, the President started his",224.624,1.768
day by visiting the National Museum of African,226.392,2.937
American History and Culture.,229.329,1.868
The museum opened last September and has quickly,231.197,2.403
become one of Washington&amp;#39;s most-visited attractions.,233.6,2.869
The President was joined by a group of individuals,236.469,2.102
"that included his daughter, Ivanka; Dr. Ben",238.571,2.903
Carson and his wife; Senator Tim Scott; Alveda,241.474,3.303
"King, the niece of Dr. Martin Luther King,",244.777,2.102
Jr.; museum director Lonnie Bunch; Dr. David,246.879,4.038
"Skorton, who is the Secretary of the",250.917,2.269
"Smithsonian, as well as others.",253.186,2.736
The President commented several times during his,255.922,1.735
tour about how impressed he was with the museum.,257.657,3.737
Some of the exhibits that he was particularly drawn,261.394,1.768
"to included the section on Harriet Tubman, which",263.162,2.436
featured a shawl that was given to her by Queen,265.598,1.835
Victoria in the late 1800s; the section of the,267.433,3.003
museum that featured the courageous contribution of,270.436,2.77
African Americans that have made to the United,273.206,2.269
States military.,275.475,0.767
And the President was particularly pleased by,276.242,2.302
"the Muhammad Ali exhibit with the quote, &amp;quot;I shook",278.544,2.77
up the world&amp;quot; prominently displayed.,281.314,2.202
The President also enjoyed viewing for the first time,283.516,2.569
with Dr. and Mrs. Carson the exhibit dedicated to,286.085,4.071
his extraordinary life.,290.156,2.202
"Similarly, Alveda King, who had never viewed the",292.358,2.269
"museum&amp;#39;s exhibit on her uncle, the President was",294.627,2.603
honored that he was able to share this experience,297.23,1.435
with the two of them specifically.,298.665,2.569
The President further expressed his appreciation,301.234,1.868
"for the tour, and said he looks forward",303.102,1.335
to returning again.,304.437,1.068
His desire is to honor the immense contributions of,305.505,2.202
courageous African American leaders,307.707,1.368
throughout our history by building a more unified,309.075,2.302
"country, dedicated to liberty and justice.",311.377,3.27
"This afternoon, the President will have a",314.647,1.602
"routine, classified National Security Council",316.249,1.935
"briefing in the Situation Room, in addition to his",318.184,2.269
"Presidential Daily Briefing, which he",320.453,1.335
received earlier this morning.,321.788,1.935
"Then, this evening the President will have dinner",323.723,1.601
with Vice President Pence.,325.324,1.335
I&amp;#39;m sure that they will discuss the Vice,326.659,1.735
President&amp;#39;s recent trip to Europe.,328.394,2.636
The Vice President was an incredible representative,331.03,2.202
"for our nation and the President during his time,",333.232,2.77
where he reiterated our support for our European,336.002,2.269
allies in unified pursuit of the noble ideals of,338.271,3.303
"freedom, democracy, and justice, and the rule of",341.574,2.436
law and discussing how to do more to encourage all,344.01,2.869
NATO allies to meet their financial obligations,346.879,2.903
and commitments.,349.782,0.968
During his speech before the Munich Security,350.75,2.202
"Conference on Saturday, the Vice President",352.952,2.169
conveyed the administration&amp;#39;s,355.121,1.268
unwavering commitment to Europe&amp;#39;s peace and,356.389,2.669
"prosperity, especially remembering the tens of",359.058,2.336
thousands of Americans who gave their lives to defend,361.394,2.469
those ideals during both World War I and II.,363.863,2.97
These shared sacrifices are the backbone of our,366.833,2.002
alliance and our mission of security through strength.,368.835,3.737
"During his time in Munich, the Vice President also",372.572,1.735
met with nine world leaders.,374.307,1.935
The Vice President and these leaders discussed,376.242,1.835
"the issues most pressing to them, including the",378.077,2.136
escalating violence in eastern Ukraine and the,380.213,3.036
role of NATO in the fight against ISIS.,383.249,2.636
The Vice President also met in Brussels with,385.885,1.869
President of Tusk -- Vice President Tusk of the,387.754,3.737
Council of the European Union and NATO Secretary,391.491,2.602
-- the NATO Secretary General.,394.093,2.036
"As a candidate for office, President Trump actually",396.129,2.035
