text,start,duration
"Mr. Spicer: Hi, guys.",1.334,1.068
"Well, can&amp;#39;t outdo Gronk, but I brought",2.402,1.268
some special guests today.,3.67,2.235
"As you know, the ambassadors to the U.N. Security Council are",5.905,2.87
"here today visiting, and Ambassador Haley wanted",8.775,4.972
to come by and make sure we have an update as to,13.747,1.701
what they&amp;#39;re talking about -- some of the issues.,15.448,2.036
"When she&amp;#39;s done, she&amp;#39;s got to join a meeting",17.484,1.568
that&amp;#39;s in progress.,19.052,1.435
Secretary Mnuchin has some comments that he&amp;#39;d like to make.,20.487,3.103
We&amp;#39;ll take some questions from him and then resume,23.59,2.169
the briefing.,25.759,0.667
"So, without further ado,",26.426,1.668
"the Ambassador to the United Nations, Nikki Haley.",28.094,3.003
"Ambassador Haley: Thank you, Sean.",31.097,1.201
"I will tell you, we have had an exciting day",32.298,1.602
"in D.C., we are hosting the members of the Security Council.",33.9,3.804
"And when you think of that, this is the most",37.704,1.802
"powerful group that decides sanctions, relief,",39.506,4.437
any sort of conflict that comes up.,43.943,2.136
This is the group.,46.079,1.234
"And so, the idea that they were able to come to D.C.",47.313,2.436
is overwhelming for them.,49.749,1.268
They are extremely pleased.,51.017,1.635
We started the morning at the Blair House,52.652,2.035
"with Senators Graham and Cardin, as well as",54.687,3.704
Congressman Smith and Congresswoman Bass.,58.391,2.77
"So, they had a lot of interaction, probably",61.161,1.735
"about an hour and a half, talking about issues from",62.896,2.068
"budget all the way to peacekeeping issues,",64.964,2.102
"as well as conflicts in North Korea and Syria, and then",67.066,3.07
with the problems in Iran.,70.136,1.268
"So, it was a very healthy discussion there.",71.404,1.769
"From there, we came over to the White House,",73.173,2.569
"and the President greeted all of the members, had his picture",75.742,3.403
"taken with them, and then we all sat down for lunch.",79.145,2.536
"And it was an open dialogue, very much",81.681,1.969
of the members wanting to hear from the President,83.65,3.77
"what his plans are, what he was going to continue to do on Syria",87.42,3.604
or not continue to do -- North Korea.,91.024,2.235
All of those issues are certainly at the forefront.,93.259,2.336
And the idea that he would have that dialogue,95.595,2.169
with them is tremendously helpful to me -- whereas,97.764,3.17
"in the Security Council, we need them to really",100.934,3.003
"engage, we need them to now know that we are about action.",103.937,3.703
And I think that what we&amp;#39;ve tried to do in the U.N.,107.64,2.403
is really bring reform -- reform in the way we,110.043,2.135
"spend, reform in the peacekeeping operations,",112.178,3.07
but also reform in the resolutions that are,115.248,2.035
"passed, that what we pass actually means something",117.283,3.137
and that there&amp;#39;s accountability in what we pass.,120.42,2.436
"And so, I think they heard that loud and clear today",122.856,2.435
from the President.,125.291,0.968
I think that they are thrilled with the engagement,126.259,3.203
that they had.,129.462,0.901
And I think it shows that the President is very,130.363,1.702
"engaged on foreign policy, and they see that.",132.065,2.269
The idea that he would sit down and want to talk,134.334,1.701
to them about each of their countries and the Security,136.035,2.603
Council collectively is massive for a President,138.638,2.769
"to be able to do this, and it was certainly helpful",141.407,2.203
for the United States.,143.61,1.268
Now they are in briefings with General McMaster,144.878,3.203
"focusing on North Korea, also focusing on ISIS and",148.081,3.67
engaging on that front.,151.751,1.335
And we&amp;#39;ll continue to have other conversations as well.,153.086,2.803
"But as far as we go, great day for the Security",155.889,3.269
"Council, great day with the President, and",159.158,2.903
certainly more good to come out of this meeting.,162.061,1.836
"So, thank you very much, I&amp;#39;ve got some ambassadors",163.897,1.935
"waiting, and we will talk to you soon.",165.832,3.87
Thank you.,169.702,1.068
"Mr. Spicer: Thank you, Ambassador.",170.77,1.168
"So, without further ado, Secretary of the Treasury",171.938,2.102
Steven Mnuchin.,174.04,3.737
Secretary Mnuchin: Seems like I&amp;#39;m becoming a regular here.,177.777,1.835
It&amp;#39;s nice to see all of you again.,179.612,1.835
"The Press: We have no problem with that, sir.",181.447,2.369
"Secretary Mnuchin: Earlier today, the United States",183.816,1.569
Department of Treasury&amp;#39;s Office of Foreign Asset,185.385,2.736
Control imposed sanctions in response to the April,188.121,3.336
"4th, 2017 sarin attack on innocent civilians",191.457,4.438
by the regime of Syrian dictator Assad.,195.895,3.871
OFAC is sanctioning 271 employees of Syria&amp;#39;s,199.766,4.437
Scientific Studies and Research Center --,204.203,3.571
the Syrian government agency responsible,207.774,2.235
for developing and producing nonconventional weapons,210.009,4.338
and means to deliver them.,214.347,2.069
OFAC has targeted these 271 employees because,216.416,4.037
they have expertise in chemistry and related,220.453,2.402
"fields, or have worked in support of chemical",222.855,2.937
weapons programs since at least 2012.,225.792,4.604
"Today&amp;#39;s action, less than three weeks after the",230.396,3.27
