text,start,duration
"Mr. Spicer: Good afternoon, everyone.",3.62,1.8
"Just a few minutes ago, as many of you had seen,",5.42,2.61
we had another example,8.03,2
of the real-world results that the Trump administration,10.03,2.46
is getting in its pro-jobs agenda.,12.49,1.96
Intel CEO Brian Krzanich announced,14.45,2.56
that his company is opening a high-tech,17.01,1.55
manufacturing facility in Arizona,18.56,2.37
"that will create roughly 10,000 jobs",20.93,2.75
"between the factory itself and its supply chain,",23.68,2.92
which is the latest wave in economic optimism,26.6,2.52
that&amp;#39;s sweeping the country following the President&amp;#39;s victory.,29.12,2.29
"In his inaugural address, the President laid out",31.95,1.94
an ambitious vision to create 25 million jobs over the next decade.,33.89,4.91
"From the beginning of his campaign,",38.8,1.46
to bringing jobs back to our struggling community,40.26,2.89
has been one of the parts of the President&amp;#39;s message,43.15,2.36
that most resonated with the American people.,45.51,2.37
"Having hired tens of thousands of people himself,",48.48,2.39
the President is keenly aware of what prevents businesses,50.87,3.2
from being successful and creating jobs,54.07,2.23
in the current economy.,56.3,1.24
"President Obama, by contrast,",58.2,1.46
visited the same factory site where this factory,59.66,2.61
"will be built during his last re-election visit in 2012,",62.27,4.14
touting the government incentives,66.41,1.41
that were supposed to bring back jobs,67.82,1.67
that had been lost to Asia.,69.49,1.47
"President Trump knows that for business,",70.96,2.02
the real government incentive,72.98,1.86
is the government restraining itself.,74.84,2.16
"For too many years, Washington has smothered",77,1.86
industry in this country,78.86,1.55
and under burdensome regulation.,80.41,1.86
This administration will set out to free businesses,82.27,3.18
from constraints of government bureaucracy,85.45,2.23
and regulation.,87.68,1.3
"Under the President&amp;#39;s &amp;quot;Buy American,",88.98,1.59
"Hire American&amp;quot; agenda,",90.57,1.43
the government is going to get out of the way of businesses,92,2.53
to allow them to thrive.,94.53,1.61
"Just last week, the President",96.64,1.25
"signed what we&amp;#39;ve been calling the one in,",97.89,1.65
two out executive order requiring,99.54,2.39
that every new federal regulation,101.93,2.14
"that&amp;#39;s adopted, too much to be eliminated.",104.07,2.9
This new rule will provide much needed relief for businesses,106.97,3.13
who have been regulated and saddled,110.1,1.66
"with an absolutely staggering amount of additional red tape,",111.76,3.43
