text,start,duration
"Mr. Spicer: Good afternoon, everyone.",0,1.368
I wanted to wait until the President finished up with,1.368,2.035
his remarks on the budget before I came out.,3.403,2.636
"As you saw, he&amp;#39;s -- a really good opportunity to",6.039,2.669
sit down with his team.,8.708,0.768
It&amp;#39;s clearly been a busy day here at the White,9.476,2.869
"House again, so I&amp;#39;m going to kind of keep it quick",12.345,2.603
and get to your questions.,14.948,1.234
"This morning, after receiving his daily",16.182,1.869
"intelligence briefing, the President met with",18.051,1.401
Secretary of State Tillerson.,19.452,1.835
"As you all know, Secretary Tillerson and Secretary",21.287,2.069
Kelly will travel to Mexico City later today as,23.356,2.87
one of their first foreign trips.,26.226,1.501
It&amp;#39;s significant that the President is sending,27.727,2.269
the secretaries to Mexico,29.996,1.034
so early in the administration.,31.03,2.069
It&amp;#39;s symbolic of the meaningful relationship,33.099,4.204
that our two nations have.,37.303,1.669
These are important meetings regarding the,38.972,1.368
President&amp;#39;s agenda to improve the quality of,40.34,2.002
lives for people of Mexico and the United States by,42.342,4.671
combatting drug traffickers and finding,47.013,1.635
ways to bolster both our economies through a,48.648,3.07
broader relationship that promotes commerce,51.718,2.335
and legal immigration.,54.053,0.968
This is a very encouraging start to a working,55.021,2.603
relationship with an,57.624,1.234
incredible neighbor to the south.,58.858,2.536
"At this moment, the President has just wrapped",61.394,2.102
up his discussions on the federal budget with some,63.496,3.17
of the officials and staff who will be instrumental,66.666,2.603
in the work to put this country back on a,69.269,2.202
responsibly fiscal path.,71.471,2.002
"Joining the meeting were Reince Priebus, the Chief",73.473,3.203
"of Staff; Steve Bannon; Jared Kushner; Gary Cohn,",76.676,3.303
the Director of the National Economic Council;,79.979,1.735
Secretary Steve Mnuchin of the Department of,81.714,2.169
Treasury; Director Mulvaney of the Office of,83.883,2.436
Management and Budget; Russ Vought of the Office,86.319,2.402
of Management and Budget; and Emma Doyle of Office,88.721,2.269
of Management and Budget.,90.99,1.635
"As the President mentioned last week, we look forward",92.625,2.102
to presenting our tax reform plan and providing,94.727,2.436
much-needed tax reform and relief to the hardworking,97.163,4.238
men and women of our nation.,101.401,1.668
The President is going to restore and respect the,103.069,2.836
American taxpayer by enabling them to keep more,105.905,2.202
"of their hard-earned money, and by making sure",108.107,2.136
the federal government,110.243,0.767
spends money more responsibly.,111.01,2.136
"After the lunch, the President will continue",113.146,2.002
this important discussion with other members of the,115.148,2.536
senior staff.,117.684,1.301
"Additionally, the Vice President today is in",118.985,1.602
St. Louis to participate in listening sessions with,120.587,2.736
American workers and employees of the Fabick,123.323,2.435
"Cat equipment and engineer* [engine] dealer,",125.758,2.169
a 100-year-old family-owned and,127.927,2.169
operated business.,130.096,0.968
"During his visit, the Vice President will discuss the",131.064,2.402
economic comeback in store for our nation under the,133.466,2.836
President&amp;#39;s economic agenda and with small,136.302,3.037
business owners and employees.,139.339,1.701
The President has already made strides towards,141.04,1.936
slashing redundant regulations through his,142.976,2.536
"executive actions, and we will work with Congress to",145.512,2.135
enact further pro-growth legislation.,147.647,3.203
Back to the President&amp;#39;s schedule.,150.85,1.335
"Later this afternoon, the President will participate",152.185,1.802
in his standing legislative affairs,153.987,1.468
strategy session.,155.455,1.334
Our legislative affairs team is in constant,156.789,2.169
"contact with our counterparts on the Hill,",158.958,2.236
keeping an open dialogue on all aspects of the,161.194,2.602
President&amp;#39;s agenda.,163.796,1.335
"Last week alone, more than 40 different senators and",165.131,2.703
members of Congress visited the White House.,167.834,3.303
"On the Supreme Court front, so far Judge",171.137,1.869
Gorsuch has met with 58 senators -- 36 Republicans,173.006,3.904
and 22 Democrats -- and he has more meetings already,176.91,2.802
on the books for next week when the Senate,179.712,1.902
returns to session.,181.614,1.969
We&amp;#39;ve been especially encouraged by the,183.583,1.335
reception he&amp;#39;s received from several senior,184.918,1.635
"Democrats, including Senators Feinstein,",186.553,3.67
"Tester, Durbin, and Gillibrand.",190.223,2.002
"Also on the confirmation front, multiple unions",192.225,2.336
"came out today for Alex Acosta, the President&amp;#39;s",194.561,3.069
nominee for Labor Secretary.,197.63,1.402
Both the Laborers&amp;#39; International Union of,199.032,2.002
North America and the International Union of,201.034,2.302
Operating Engineers praised his distinguished,203.336,2.369
career and pledged their support,205.705,1.835
for his nomination.,207.54,1.668
The legislative affairs team is using the,209.208,1.569
congressional work period to coordinate with key,210.777,2.769
coalitions in Congress.,213.546,1.568
They are meeting with different groups in the,215.114,1.402
"House and Senate, including the staff of the",216.516,2.069
"Congressional Black Caucus, House and Senate",218.585,2.235
"leadership, and staff throughout various committees.",220.82,2.503
We&amp;#39;ve used this work period as an opportunity,223.323,2.269
to invite staffers from both sides of the aisle to,225.592,2.435
come to the White House and discuss shared,228.027,1.535
priorities and find common ground on the way forward.,229.562,4.004
And we&amp;#39;re not just reaching out to Capitol,233.566,1.335
"Hill, we&amp;#39;ve actively engaged with key leaders",234.901,1.835
and policymakers around the country.,236.736,1.869
It&amp;#39;s critical to this administration that we,238.605,1.568
gather input from states and from people throughout,240.173,2.936
"the country, rather than",243.109,0.868
just leaders here in Washington.,243.977,2.068
"Looking ahead to tomorrow, the President will meet",246.045,1.802
with a group of world-class business,247.847,1.368
leaders to discuss specific actions he can,249.215,2.77
take to remove barriers to job creation.,251.985,3.036
"These leaders, many of whom represent some of the",255.021,2.035
"country&amp;#39;s largest manufacturers, will begin",257.056,2.503
"the day in working groups with the Vice President,",259.559,2.436
Cabinet members and key,261.995,1.101
aides of the President&amp;#39;s staff.,263.096,2.102
The working groups will engage in a deep-dive,265.198,2.035
conversation on the attendees&amp;#39; specific,267.233,2.736
areas of expertise.,269.969,1.602
"Topics of discussion include deregulation, tax",271.571,2.702
"and trade, training and the workforce of the",274.273,2.303
"future, and infrastructure Vice President Pence will",276.576,3.003
be engaged with each of the groups.,279.579,1.701
"And after the groups conclude their discussion,",281.28,1.736
the President&amp;#39;s staff will compile the feedback and,283.016,2.469
the President will sit down with the entire group,285.485,2.035
for a listening session,287.52,1.001
on some of their recommendations.,288.521,1.802
"As you can tell by the structure of the meeting,",290.323,1.935
the President is expecting these interactions to lead,292.258,2.269
to real action being taken by the administration.,294.527,2.636
Creating a dynamic and booming economy that works,297.163,2.703
for all Americans continues to be at the top,299.866,2.369
of his domestic policy agenda.,302.235,2.035
"As a successful businessman himself, the",304.27,1.702
President knows that if we&amp;#39;re going to get the,305.972,1.334
"country back to work, we need to hear directly from",307.306,2.903
"job creators what is holding them back, and,",310.209,2.236
"where appropriate, take",312.445,0.934
steps to remove the barriers.,313.379,1.302
"In his first month in office, the President has",314.681,2.168
already taken numerous actions to boost job,316.849,1.902
"creation, and key economic indicators are showing",318.751,3.404
that it&amp;#39;s working.,322.155,0.934
"CEO and [consumer] confidence are up, the",323.089,2.636
"stock market continues to reach record highs, and",325.725,2.336
the January numbers were strong.,328.061,2.302
The meetings on Thursday will continue to build,330.363,1.702
on that momentum.,332.065,1.234
"And with that, I&amp;#39;m glad to take some questions.",333.299,1.902
Steve Holland.,335.201,1.101
THE PRESS: Steve Holland is not here.,336.302,1.835
"Mr. Spicer: Sorry, Jeff Mason gets it.",338.137,1.769
(Laughter.),339.906,0.667
"The Press: Thank you, Sean.",340.573,1.568
Can you give us an update on the administration&amp;#39;s,342.141,3.27
plans with regard to transgender,345.411,1.835
bathrooms in schools?,347.246,1.101
And can you confirm that there has been some,348.347,3.27
disagreement between Secretary DeVos and the,351.617,2.203
Attorney General on this issue?,353.82,1.801
Mr. Spicer: So I would expect further guidance to,355.621,2.536
come out on that today.,358.157,0.901
"The President, as I said yesterday, is a firm",359.058,4.905
believer in states&amp;#39; rights.,363.963,1.869
When you look at the guidance that was issued,365.832,1.968
under the Obama administration -- first of,367.8,1.936
"all, let&amp;#39;s remember, to the best of my knowledge,",369.736,1.468
that was stalled and never fully implemented.,371.204,2.802
And I think there were various reasons for that,374.006,2.57
-- several legal reasons and several,376.576,1.468
procedural reasons.,378.044,1.435
And so the Department of Education and the,379.479,1.801
"Department of Justice, both who jointly issued",381.28,2.937
"that guidance back during the Obama administration,",384.217,2.936
are now working together again under a Trump,387.153,2.202
"administration, they&amp;#39;ve been reviewing the",389.355,2.169
"guidance that was signed, the basis by which",391.524,1.735
it was put through.,393.259,0.834
And I think there have been several areas of,394.093,2.036
"concern, both legal and procedural, that they have",396.129,4.204
been discussing.,400.333,0.734
And I think where you might be hearing something,401.067,3.136
is more on the timing and the wording of stuff.,404.203,2.97
"The conclusions, everybody in the administration",407.173,2.402
is agreed upon.,409.575,1.468
There is no daylight between anybody -- between,411.043,1.936
"the President, between any of the Secretaries.",412.979,1.802
I think there has been some discussion between,414.781,1.935
"the timing of the issuance and recommendations, or",416.716,4.871
between the exact wording.,421.587,0.968
"But as far as the conclusions go, I&amp;#39;ve made",422.555,2.97
this clear and the President has made it,425.525,1.334
clear throughout the campaign that he is a firm,426.859,1.735
