text,start,duration
Mr. Spicer: Good afternoon.,0,2.936
Happy Valentine&amp;#39;s Day.,2.936,2.202
I can sense the love in the room.,5.138,2.135
(Laughter.),7.273,1.669
"First off, last night, the Treasury",8.942,1.735
Department&amp;#39;s Office of Foreign Asset Control --,10.677,2.335
OFAC -- labeled the Venezuelan Vice President,13.012,2.703
as a specially designated narcotics trafficker,15.715,3.07
under the Kingpin Act.,18.785,1.401
Before I continue with the briefing and look forward,20.186,2.603
"to your questions, I want to turn it over for a",22.789,2.436
"short time to newly minted Secretary of the Treasury,",25.225,3.27
"Steven Mnuchin, to issue a brief statement on",28.495,3.97
this and deliver a few questions.,32.465,3.103
Secretary Mnuchin.,35.568,1.035
Secretary Mnuchin: Pleasure to be here on my,36.603,2.369
first busy day in office.,38.972,3.437
"Yesterday, the Department of Treasury&amp;#39;s Office of",42.409,2.369
"Foreign Asset Control, known as OFAC, designated",44.778,3.136
Venezuelan national Tareck El Aissami as a specially,47.914,4.771
designated narcotics trafficker pursuant to the,52.685,3.07
Foreign Narcotics Kingpin Designation Act for,55.755,3.537
playing a significant role in international,59.292,3.103
narcotics trafficking.,62.395,1.201
"El Aissami&amp;#39;s primary frontman, Venezuelan",63.596,3.604
national Samark Lopez,67.2,1.635
Bellow was also designated.,68.835,2.97
These designations follow a multi-year investigation,71.805,3.47
into El Aissami&amp;#39;s criminal activities.,75.275,2.936
And President Trump appreciates the hard work,78.211,2.569
"put into this case by the Department of Treasury,",80.78,3.07
"the Department of State, as well as the National",83.85,2.636
Security Council and many people throughout,86.486,2.636
law enforcement.,89.122,1.868
Following the signing of the executive order last,90.99,2.369
week designing to break the back of criminal drug,93.359,3.404
"cartels, this action demonstrates the",96.763,2.602
President&amp;#39;s seriousness about fighting the scourge,99.365,3.771
of drugs in the United States.,103.136,2.936
"In addition, he wants to send a clear message to",106.072,3.237
the people of Venezuela that America,109.309,2.602
stands with them.,111.911,2.403
"And with that, I&amp;#39;m happy to take two or three",114.314,2.502
questions specifically about this.,116.816,4.605
"The Press: Secretary Mnuchin, since sanctions",121.421,1.501
"are directly relevant, obviously, to the Treasury",122.922,1.869
"Department, which is an agency that you now",124.791,1.802
"oversee, can you talk a little bit about plans to",126.593,2.168
sanction Russia and if you&amp;#39;ll keep Obama-era,128.761,2.336
sanctions against Russia?,131.097,1.835
Secretary Mnuchin: Our current sanctions programs,132.932,1.368
"are in place, and I would say sanctions are an",134.3,2.603
important tool that we will continue to look at,136.903,3.136
for various different countries.,140.039,1.402
But it&amp;#39;s a very important program within the,141.441,2.202
Treasury Department.,143.643,0.934
The Press: And for Russia specifically?,144.577,1.735
Secretary Mnuchin: The existing policies,146.312,1.835
are in place.,148.147,0.668
"The Press: Mr. Secretary, are you contemplating any",148.815,2.436
additional sanctions against Iran?,151.251,1.835
And can you tell us what you think the bottom line,153.086,2.469
will be at these particular sanctions you,155.555,1.501
announced yesterday and are referring to today,157.056,1.702
with the Venezuelan Vice President?,158.758,1.335
What&amp;#39;s it going to mean?,160.093,1.101
"Secretary Mnuchin: Well, first, let me just comment",161.194,2.069
"-- again, this is as a result of a very long",163.263,3.97
effort --,167.233,0.668
"The Press: Did you (inaudible) the implication, by the way?",167.901,1.334
"Secretary Mnuchin: Yes, this was underway.",169.235,1.335
This was a very long effort.,170.57,1.101
But the implication is quite significant.,171.671,2.803
We expect that there will be frozen tens of millions,174.474,2.436
"of dollars and, again, that sanctions are a very",176.91,3.169
important way of us sending a message that we,180.079,2.837
"will not stand for illicit activities, whether",182.916,2.702
they&amp;#39;re drug trafficking or terrorism.,185.618,1.902
"The Press: On Iran, sir?",187.52,0.667
"The Press: Secretary, including sanctions, what",188.187,1.836
other tools are you looking at?,190.023,1.735
"Secretary Mnuchin: I can&amp;#39;t comment on all the tools,",191.758,2.302
"but, again, let me just reinforce that sanctions",194.06,2.236
are a very important tool within the department and,196.296,2.168
we will use them as appropriate.,198.464,1.335
The Press: What about freezing assets?,199.799,1.335
"Secretary Mnuchin: In this case, we did freeze assets",201.134,1.334
"-- again, as I mentioned, tens of millions of",202.468,1.335
dollars of assets.,203.803,0.667
And that will have a very big impact on this.,204.47,5.005
So I&amp;#39;ll take one more question please.,212.845,2.103
"Yes, in the back.",214.948,0.767
"The Press: During the campaign, the President",215.715,3.303
had made comments about Janet Yellen and whether,219.018,5.539
-- basically inferring that she was being too,224.557,2.336
political and that she,226.893,1.168
should be ashamed of herself.,228.061,1.468
Do the folks at the Treasury Department and,229.529,2.302
within the administration feel confident with,231.831,1.869
Mrs. Yellen at the helm and to be able to set,233.7,5.071
monetary policy going forward?,238.771,1.001
"Secretary Mnuchin: Well, let me just comment.",239.772,1.535
"I&amp;#39;m really here today, again, to talk about the",241.307,1.969
Venezuelan situation.,243.276,1.335
But let me just say that there is a tradition of,244.611,3.003
the Secretary of Treasury having ongoing meetings,247.614,2.902
"with the head of the Federal Reserve, and I",250.516,1.802
look forward to that now that I&amp;#39;m in office doing,252.318,2.536
that and spending time with her.,254.854,1.401
"Thank you very much, everybody.",256.255,1.369
It&amp;#39;s a pleasure to be here on my first day.,257.624,2.369
"Mr. Spicer: All right, let&amp;#39;s get back to the fun.",259.993,6.606
We&amp;#39;ve been reviewing -- and I want to address the,266.599,2.603
"events of last night, first and foremost.",269.202,2.536
We&amp;#39;ve been reviewing and evaluating this issue with,271.738,2.669
respect to General Flynn on a daily basis for a few,274.407,2.469
"weeks, trying to ascertain the truth.",276.876,2.836
"We got to a point not based on a legal issue,",279.712,2.403
"but based on a trust issue, where a level of",282.115,2.369
trust between the President and General,284.484,2.202
Flynn had eroded to the point where he felt he had,286.686,2.736
to make a change.,289.422,1.335
The President was very concerned that General,290.757,1.801
Flynn had misled the Vice President and others.,292.558,3.437
He was also very concerned in light of sensitive,295.995,2.436
subjects dealt with by that position of national,298.431,2.436
"security advisors -- like China, North Korea and the",300.867,2.702
Middle East -- that the President must have,303.569,2.136
complete and unwavering trust for the person in,305.705,3.036
that position.,308.741,1.835
The evolving and eroding level of trust as a result,310.576,2.703
of this situation and a series of other,313.279,2.336
questionable instances is what led the President to,315.615,3.236
ask for General Flynn&amp;#39;s resignation.,318.851,2.87
