text,start,duration
Mr. Spicer: Welcome back. Great to see everybody.,5.238,1.568
Thank you all for coming.,6.806,1.735
It&amp;#39;s good to see the interest is still there.,8.541,2.97
I want to start off by noting the President got off,11.511,5.138
the phone just a short time ago with Canadian Prime,16.649,2.903
Minister Trudeau to discuss the vicious attack on a,19.552,3.003
Quebec City mosque last night.,22.555,2.236
The President offered his condolence as well as his,24.791,2.369
thoughts and prayers to the victims and their family and,27.16,2.736
to all Canadians.,29.896,1.568
This is another senseless act of violence that cannot,31.464,3.27
be tolerated.,34.734,1.301
The President also pledged to support the Canadian,36.035,2.236
police and intelligence service in any way necessary.,38.271,3.504
"Prime Minster Trudeau was extremely appreciative, and",41.775,2.502
he was also cautious to draw conclusions on the motives,44.277,2.436
"at this stage of the investigation, and the",46.713,2.002
President shared those thoughts.,48.715,1.968
Canadian law enforcement officials are actively,50.683,2.002
investigating this matter.,52.685,1.569
We condemn this attack in the strongest possible terms.,54.254,4.004
"It&amp;#39;s a terrible reminder of why we must remain vigilant,",58.258,3.57
and why the President is taking steps to be proactive,61.828,3.203
rather than reactive when it comes to our nation&amp;#39;s safety,65.031,3.237
and security.,68.268,1.801
"We&amp;#39;re, of course, praying for those injured in the",70.069,1.702
attack and are keeping in close contact with officials,71.771,2.803
in Quebec and Canada.,74.574,1.935
We&amp;#39;re moving into a quick recap of the events of the,76.509,4.772
past few days.,81.281,1.134
"As you all know, the President had an extremely",82.415,1.802
busy weekend.,84.217,1.268
He followed up on a week of -- his first week of action,85.485,2.502
with a weekend of action.,87.987,1.669
"On Saturday and Sunday alone, the President spoke",89.656,2.135
with eight foreign leaders.,91.791,1.869
He signed executive orders delivering on some of the,93.66,1.968
biggest campaign promises that he made to the,95.628,1.802
American people.,97.43,0.801
And he met with staff to continue to plan,98.231,2.202
another busy week.,100.433,1.535
"Also, over this weekend, we carried out a very",101.968,1.969
successful raid against Al Qaeda in the Arabian,103.937,2.536
"peninsula, which resulted in the death of an estimated 14",106.473,3.436
AQAP members and the capture of important intelligence,109.909,3.804
that will better enable us to counter and prevent,113.713,2.77
future terrorist plots.,116.483,2.335
"Tragically, during this raid, the life of a brave",118.818,4.471
service member was taken and four were wounded.,123.289,3.504
Our thoughts and our prayers are with the family of this,126.793,2.836
"fallen American hero, and we also pray for a speedy",129.629,3.003
recovery and complete recovery of those,132.632,2.636
service members who sustained injuries.,135.268,2.836
