text,start,duration
"Mr. Spicer: How&amp;#39;s my pin, John?",0.633,1.168
The Press: It looks good.,1.801,0.935
Mr. Spicer: Good,2.736,0.7
"The Press: The tie is good, the pin is good.",3.436,1.402
"Mr. Spicer: All right, then we&amp;#39;re ready to go.",4.838,1.268
The Press: Ready to go.,6.106,1.067
"Mr. Spicer: Good afternoon, everyone.",7.173,1.035
I hope you all had a great weekend.,8.208,1.434
The President spent his weekend in a series of,9.642,1.936
meetings with White House staff and advisors,11.578,2.869
planning for a full and productive week.,14.447,2.202
"On Saturday, as many of you saw, the President had",16.649,2.169
a working lunch with several members of his,18.818,2.536
"team, including Homeland Security Kelly, Treasury",21.354,2.536
"Secretary Mnuchin, Commerce Secretary Ross,",23.89,3.337
"Veterans Secretary Shulkin, and members of",27.227,2.302
"his White House staff, during which they",29.529,2.202
discussed immigration reform and their efforts,31.731,3.337
to repeal and replace Obamacare.,35.068,2.336
"Over the weekend, the Vice President went down to",37.404,1.634
"Louisville, Kentucky.",39.038,1.535
He was joined by Governor Matt Bevin for a listening,40.573,2.136
session with over a dozen small-business owners from,42.709,2.903
Kentucky to discuss the burdens that Obamacare has,45.612,2.836
inflicted on their businesses.,48.448,1.935
The Kentucky business owners shared in detail,50.383,1.902
how Obamacare is negatively affecting their,52.285,2.769
"businesses, and reiterated their support for",55.054,2.603
repealing our current healthcare system and,57.657,1.902
replacing with one that actually works.,59.559,3.136
"This morning, after receiving his intelligence",62.695,2.403
"briefing, the President led another listening",65.098,2.135
session on healthcare with Secretary of Health and,67.233,2.403
"Human Services, Dr. Tom Price.",69.636,2.169
The President and Secretary Price heard from,71.805,1.901
nine concerned Americans from across the country,73.706,2.97
who have been failed by the broken promises of,76.676,1.969
"Obamacare, as well as two doctors who have seen",78.645,2.602
their patients suffer from the law&amp;#39;s misguided,81.247,2.536
rules and requirements.,83.783,1.935
This listening session was another important step in,85.718,2.503
the process of crafting and implementing an,88.221,2.469
effective patient-centered healthcare.,90.69,2.569
Americans have been watching their healthcare,93.259,1.569
costs skyrocket while their choices of providers,94.828,2.836
and insurers have dwindled for years.,97.664,3.603
They&amp;#39;ve received those cancellations in the mail,101.267,1.969
as many as three times.,103.236,1.001
They&amp;#39;ve seen urgent care and emergency rooms filled,104.237,2.669
with people who can&amp;#39;t afford their high,106.906,3.037
deductibles and resorted to enduring the pain or,109.943,2.669
sickness until they had no choice but to,112.612,2.035
go to a hospital.,114.647,1.435
They&amp;#39;ve had family members with chronic preexisting,116.082,2.202
conditions whose cost of healthcare has,118.284,3.17
more than doubled.,121.454,1.168
And they&amp;#39;ve been forced to let go of valued employees,122.622,2.569
"or, frankly, unable to hire more due to",125.191,2.369
staggering workers&amp;#39; compensation increases.,127.56,2.703
The President campaigned on a pledge to repeal and,130.263,3.103
replace this unraveling system.,133.366,2.436
The American Health Care Act is one part of,135.802,1.968
fulfilling this pledge;,137.77,1.402
it&amp;#39;s far from the only one.,139.172,1.635
He&amp;#39;s using administrative action to provide,140.807,1.968
"essential regulatory relief to insurers,",142.775,2.636
"increasing coverage choices, and providing",145.411,2.036
lower-premium options to individuals and families.,147.447,3.136
He will continue to work with Congress on the,150.583,1.769
"additional legislation, part of this three-prong",152.352,2.836
strategy to increase choice while decreasing,155.188,3.27
"prices, including allowing health insurance to be",158.458,2.836
"sold across state lines, adding to the list of",161.294,2.836
healthcare-related costs patients conduct with,164.13,2.903
"their health savings accounts, streamlining the",167.033,2.503
process at the FDA so that lower-priced generic,169.536,3.536
"medicine gets to the market faster, inviting",173.072,2.67
small business to band together to negotiate for,175.742,2.536
"lower health insurance for all their employees, and",178.278,2.936
reforming the medical malpractice lawsuit system,181.214,2.703
so that doctors are not forced to perform,183.917,1.768
unnecessary and costly procedures and tests out,185.685,2.87
of fear of future litigation.,188.555,3.136
"Our healthcare system is large, complex, and",191.691,2.703
critically important not only to the health of our,194.394,1.768
"citizens, but to the health of our economy.",196.162,2.97
"Through commonsense, patient-focused reforms,",199.132,2.936
the President will work with Congress to create a,202.068,1.969
new system that doesn&amp;#39;t impose a,204.037,2.002
"one-size-fits-all, government-knows-best",206.039,2.802
vision on the American people.,208.841,2.269
We will empower the American people to make,211.11,1.702
their own choices about healthcare that make them,212.812,3.003
"best work for themselves and their family, that",215.815,1.835
will bring costs for everyone down.,217.65,2.87
"After the listening session, the President had",220.52,1.701
lunch with Vice President Pence and Secretary of,222.221,2.336
Transportation Chao.,224.557,1.668
"Later this afternoon, the President will welcome all",226.225,2.036
of his confirmed Cabinet members to the White House,228.261,2.703
for their first Cabinet meeting.,230.964,1.735
This meeting is an important opportunity for,232.699,1.735
the President to share his vision with the country,234.434,2.302
"with his Cabinet members, providing direction for",236.736,2.102
them to bring back to their agencies and,238.838,2.302
"departments, to ensure that the entire",241.14,2.102
administration is working towards the same goals.,243.242,3.204
"Unfortunately, this afternoon, you&amp;#39;ll see some",246.446,1.635
empty chairs around the table representing the,248.081,2.302
President&amp;#39;s four nominees who have yet to be,250.383,1.969
confirmed by the Senate -- Secretary of,252.352,2.002
"Agriculture-designee Governor Perdue, Secretary",254.354,2.969
of Labor-designee Alex Acosta; Director of,257.323,2.936
"National Intelligence-designee,",260.259,1.369
"former Senator Coats, and United States Trade",261.628,2.902
"Representative-designee, Robert Lighthizer.",264.53,2.403
Senate Democrats have drawn out this entire,266.933,1.835
"process for way too long, and these key agencies and",268.768,2.936
departments will not be represented at the,271.704,1.802
President&amp;#39;s first Cabinet meeting.,273.506,2.302
The President is confident in these unquestionable,275.808,2.503
abilities of the confirmed Cabinet members that,278.311,1.868
will be in attendance.,280.179,1.335
He is just as confident in the demonstrated quality,281.514,2.236
of the four individuals who will not,283.75,2.502
be able to attend.,286.252,1.168
Their absence will clearly be felt as this,287.42,2.002
administration comes together for the first,289.422,2.102
"time to receive guidance from, and provide counsel",291.524,3.203
"to, the President on these unique areas",294.727,2.436
of jurisdiction.,297.163,1.235
"Following the Cabinet meeting, the President",298.398,1.401
will sign an executive order to reorganize the,299.799,2.035
federal government.,301.834,1.168
This order requires a thorough examination of,303.002,2.069
every executive department and agency to identify,305.071,3.003
money -- where money is being wasted and how,308.074,2.336
"services can be improved, and whether or not the",310.41,2.702
programs are truly serving the American people.,313.112,3.237
This is the beginning of a long-overdue,316.349,2.302
reorganization of the federal government and,318.651,2.569
another significant step towards the President&amp;#39;s,321.22,2.503
"often-stated goal of making it more efficient,",323.723,2.736
effective and accountable to the American people.,326.459,3.237
"This evening, the President will have dinner",329.696,1.368
