text,start,duration
"Mr. Spicer: Good afternoon, everyone.",0,4.671
Thanks for coming out to our first official,4.671,1.768
briefing here in the Brady Room.,6.439,2.002
I was going to start of a little recap of the,8.441,1.802
"inauguration, but I think we&amp;#39;ve covered",10.243,1.335
that pretty well.,11.578,0.667
"By the way, just as I get started, I know that Josh",12.245,4.238
Earnest was voted the Most Popular Press Secretary by,16.483,3.169
"the Press Corp, so after reading and checking my",19.652,2.67
"Twitter feed, I shot Josh an e-mail last night",22.322,2.736
letting him know that he can rest easy that his,25.058,2.035
title is secure for at least the next few days.,27.093,3.504
(laughter),30.597,0.667
Let me begin by saying that the President is,31.264,1.368
closely monitoring the weather in the southeast.,32.632,2.536
He spoke by phone with Governor Deal of Georgia,35.168,2.035
yesterday and offered his condolences and support.,37.203,3.504
Today President Trump is focused on fulfilling his,40.707,2.202
pledge to pursue trade policies that put,42.909,1.902
America first.,44.811,1.501
The President began his day with a breakfast,46.312,2.203
with key U.S.,48.515,0.767
business leaders where the focus of the discussion,49.282,2.402
was on job creation and,51.684,1.368
growing our manufacturing base.,53.052,2.236
Business leaders who attended included Michael,55.288,1.935
"Dell, the founder and CEO of Dell; Jeff Fettig, the",57.223,2.97
"CEO of Whirlpool; Mark Fields, the CEO of Ford;",60.193,3.77
"Alex Gorsky, the CEO of Johnson &amp;amp; Johnson;",63.963,3.17
"Marillyn Hewson, the CEO of Lockheed Martin; Klaus",67.133,3.504
"Kleinfeld, the CEO of Arconic; Andrew Liverus,",70.637,3.403
"the CEO of DOW, Mario Longhi, the CEO of US",74.04,3.27
"Steel; Elon Musk, a SpaceX and Tesla; Kevin Plank of",77.31,4.471
Under Armour; Mark Sutton of International Paper;,81.781,3.904
"Wendell Weeks, a CEO of Corning; Chief of Staff",85.685,3.437
Ryan Priebus; Chief Strategist Steve Bannon;,89.122,2.302
the Vice-President Chief of Staff Josh Pitcock; and,91.424,3.17
Senior Advisor Steven Miller.,94.594,2.769
The breakfast was an opportunity for the,97.363,1.902
President to hear directly from America&amp;#39;s top,99.265,2.403
business leaders about the challenges they&amp;#39;re facing,101.668,2.636
and take some suggestions about what policies and,104.304,2.435
action can be taken to help them create jobs and,106.739,3.404
grow our manufacturing base.,110.143,2.235
The meeting included a really great exchange of,112.378,1.836
"ideas, and the President has decided to reconvene",114.214,3.503
the group in a month and then have them meet on a,117.717,2.369
quarterly basis.,120.086,1.502
"As you know, the President&amp;#39;s vision is to",121.588,1.735
"create fair trade deals that create jobs, increase",123.323,2.903
"American wages, and reduce American&amp;#39;s trade deficit.",126.226,4.004
"He&amp;#39;s appointed a tough, and smart number of trade",130.23,3.236
experts who will fight on behalf of,133.466,2.369
American workers.,135.835,1.435
"With that vision in mind, the President has already",137.27,1.935
taken several steps today.,139.205,1.969
"First, he issued a Presidential Memorandum",141.174,2.669
withdrawing the United States from the,143.843,1.502
Transpacific Partnership.,145.345,1.935
TPP is a multi-lateral agreement that includes,147.28,2.636
the United States and eleven other countries.,149.916,3.036
"As the President has said many times, this type of",152.952,2.469
multi-national agreement is not in our best,155.421,2.036
"interest, and he&amp;#39;s moving quickly to advance trading",157.457,2.702
policies that increase the competitiveness of the,160.159,2.536
American worker and manufacturer.,162.695,2.603
This Executive Action ushers in a,165.298,1.568
new era of U.S.,166.866,0.834
trade policy in which the Trump administration will,167.7,2.603
pursue bi-lateral trade opportunities with allies,170.303,3.07
from around the globe.,173.373,1.334
This is a strong signal that the Trump,174.707,1.969
administration wants free and fair trade,176.676,3.136
throughout the world.,179.812,1.268
"Additionally, the President issued a",181.08,1.335
memorandum re-establishing the Mexico City Policy,182.415,2.903
stating that the United States will end the use of,185.318,2.402
taxpayer dollars to fund abortions overseas along,187.72,3.404
with coercive abortion and sterilization practices.,191.124,2.803
"Finally, the President issued a memorandum",193.927,3.169
outlining executive branch hiring.,197.096,3.003
This memorandum counters the dramatic expansion of,200.099,2.336
the federal workforce in recent years.,202.435,2.269
"IN particular, it prevents filling vacant positions",204.704,2.936
and creating new positions except when necessary to,207.64,3.003
meet national or public security responsibilities.,210.643,3.57
"It does not apply to military personnel, and it",214.213,2.77
ensures that the American taxpayers get effective,216.983,2.836
and efficient government.,219.819,2.069
"Earlier in the day, the President spoke with",221.888,1.635
"Egyptian President el-Sisi, and they",223.523,2.035
discussed ways to deepen the bi-lateral,225.558,1.869
relationship and support Egypt&amp;#39;s fight against,227.427,2.068
"terrorism and bolster Egypt&amp;#39;s homegrown,",229.495,2.203
historic economic reform program.,231.698,2.402
President Trump underscored the United,234.1,2.269
States remains strongly committed to the bilateral,236.369,2.135
"relationship, which has helped both countries",238.504,2.103
overcome challenges over decades.,240.607,3.036
The President committed to working continuing with,243.643,2.602
military assistance to Egypt and working with,246.245,2.37
Egypt to ensure that assistance most,248.615,2.002
effectively supports the Egyptian military&amp;#39;s fight,250.617,2.402
against terrorism.,253.019,1.168
The President also commended President,254.187,1.535
el-Sisi for his courageous steps to address Egypt&amp;#39;s,255.722,3.003
economic challenges and offered to discuss ways,258.725,2.602
the United States could support Egypt&amp;#39;s economic,261.327,2.202
reform program.,263.529,0.701
