text,start,duration
Mr. Spicer: Good afternoon.,0,1.701
"First off, I want to catch everyone up who wasn&amp;#39;t",1.701,5.005
able to make the briefing last night on the,8.842,1.601
executive orders on the trade -- executive orders,10.443,3.437
that the President is going to be signing,13.88,1.568
this afternoon.,15.448,0.668
The first order directs the Department of Commerce,16.116,2.168
and the Office of the U.S.,18.284,0.801
Trade Representative to examine every form of,19.085,3.504
trade abuse and non-reciprocal practice,22.589,2.803
that are currently contributing to the United,25.392,1.634
"States&amp;#39; large and persistent trade deficit,",27.026,2.737
which was the largest of any major nation in 2016,29.763,3.87
at $500 billion.,33.633,1.535
"Within 90 days, the Department of",35.168,2.636
Commerce and U.S.,37.804,1.535
Trade Representative will submit a comprehensive,39.339,2.335
report to the President on the causes of our,41.674,2.803
unduly large deficit.,44.477,2.236
It&amp;#39;s the first time in modern history that an,46.713,1.668
American President has called for such an,48.381,1.802
"investigation, and its -- our findings will allow us",50.183,3.437
to make smarter decisions on behalf of the American,53.62,3.303
people about our trade policy of our country,56.923,2.736
going forward.,59.659,1.135
"That&amp;#39;s why the AFL-CIO, United Steelworkers",60.794,2.702
"International, the International Association",63.496,2.336
of Machinists and the Aerospace Workers,65.832,2.769
International all came out today to,68.601,1.569
applaud the order.,70.17,1.501
The second order addresses the current lack of,71.671,2.77
enforcement of one of our strongest tools in,74.441,2.035
fighting unfair trade practices --,76.476,3.303
countervailing duties.,79.779,0.968
Countervailing duties were put in place to address,80.747,3.303
the problem of other countries dumping,84.05,2.302
"undervalued goods into American markets, making",86.352,3.37
it impossible for American businesses to compete with,89.722,2.803
artificially low prices.,92.525,2.069
This is especially a problem in countries whose,94.594,1.969
governments subsidize exports into our country.,96.563,3.37
"So to discourage this practice, the U.S.",99.933,1.768
Customs and Border Protection Agency has a,101.701,2.87
mechanism for assessing these type of transactions,104.571,2.469
"and imposing financial penalties, known as",107.04,2.869
"countervailing duties, when it&amp;#39;s determined that",109.909,2.436
this kind of malicious dumping has occurred.,112.345,2.503
"Since 2001, the U.S.",114.848,1.701
Customs and Border Protection Agency has not,116.549,2.67
collected over $2.8 billion in these duties.,119.219,4.204
"If you think about it, we could do a lot by",123.423,2.369
maximizing this enforcement power,125.792,1.702
for our country.,127.494,1.167
