text,start,duration
Mr. Spicer: Good afternoon.,1.301,3.336
Just before I came up I wanted to let you know,4.637,3.304
that we&amp;#39;re monitoring the severe weather that&amp;#39;s,7.941,1.735
going through Louisiana at this time.,9.676,1.968
The President&amp;#39;s aware of the situation and is going,11.644,1.969
to be reaching out to local and state officials,13.613,1.869
throughout the day.,15.482,1.701
"Also, yesterday evening the President concurred",17.183,2.436
with the FEMA administrator&amp;#39;s,19.619,1.101
recommendation to approve Governor Bryant&amp;#39;s request,20.72,2.97
to add public assistant to the previously issued,23.69,3.236
major disaster declaration in Mississippi.,26.926,2.47
"Per the governor&amp;#39;s request, public assistance",29.396,2.702
"will be added for three counties: Forrest,",32.098,2.136
"Lamar, and Perry.",34.234,1.668
"Yesterday, the President had an amazing day at",35.902,2.536
MacDill Air Force Base where he met with leaders,38.438,2.536
of both Special Operations Command and Central,40.974,3.37
"Command, and then had lunch with enlisted",44.344,2.135
service members thanking them for their service and,46.479,2.536
hearing the ideas that were on their mind.,49.015,2.302
The President announced his intent to make,51.317,2.303
historic financial investment in the armed,53.62,2.469
"forces of the United States, showing the entire",56.089,2.402
world that America has the back of all those who,58.491,2.069
stand in defense of freedom.,60.56,2.402
"As he has said many times before, the armed forces",62.962,2.336
are at the very center of our fight against radical,65.298,2.436
"Islamic terrorism, and we must protect those",67.734,2.402
who protect us.,70.136,1.235
The President kicked off today with a listening,71.371,1.802
session of county sheriffs from around the country.,73.173,2.435
The President welcomed leaders from the National,75.608,1.635
Sheriff&amp;#39;s Association to the White House and,77.243,2.136
pledged to work closely with all members of law,79.379,2.102
enforcement to keep the American people safe.,81.481,3.103
He assured the sheriffs that the Trump,84.584,1.468
administration will make every effort to stop drugs,86.052,3.203
"and crime from flowing into the country, put an",89.255,2.703
"end to the opioid epidemic, secure the",91.958,2.503
"borders, keep terrorists out, and strengthen the",94.461,3.903
"bonds between state, local, and federal law",98.364,1.902
enforcement agencies.,100.266,1.502
The sheriffs thanked the President for what they,101.768,1.702
described as his &amp;quot;unprecedented level of,103.47,2.535
support for law enforcement&amp;quot; and offered,106.005,2.069
their full backing of his border security and,108.074,2.336
immigration policies.,110.41,1.701
They expressed how encouraged they&amp;#39;ve been by,112.111,2.069
the pro-law enforcement atmosphere that has swept,114.18,5.105
the country in the wake of the President&amp;#39;s victory.,119.285,2.303
They also presented a letter on behalf of the,121.588,2.102
National Sheriff&amp;#39;s Association thanking the,123.69,2.235
President for his &amp;quot;recent show of support for law,125.925,2.336
"enforcement, specifically on immigration and border",128.261,2.636
security issues&amp;quot; and commending the President&amp;#39;s,130.897,2.836
two executive orders for taking &amp;quot;significant steps,133.733,2.97
to enhancing public safety.&amp;quot; The group engaged,136.703,3.069
in a wide-ranging discussion about the,139.772,2.002
"issues facing law enforcement, which the",141.774,2.136
sheriffs said was an opportunity they hadn&amp;#39;t,143.91,1.535
been given under the previous administration.,145.445,3.036
The sheriffs closed the meeting by thanking the,148.481,1.668
"President for defending the rule of law, and the",150.149,2.103
President took them in the oval office to honor them,152.252,2.168
and show his appreciation for their outstanding work,154.42,2.47
they do to keep our communities safe.,156.89,2.235
A list of the attendees is available for those,159.125,1.802
who are interested.,160.927,1.568
"After that meeting, the President held another",162.495,1.502
listening session on how to best fix the VA.,163.997,2.235
It&amp;#39;s a top priority for the President and this,166.232,2.503
administration to ensure that veterans get the care,168.735,2.169
"they need, when and where they need it.",170.904,2.402
"Tragically, many of our veterans are being failed",173.306,2.035
by a system that does not work.,175.341,2.069
This administration will reform and modernize the,177.41,2.402
"VA under the leadership of Dr. Shulkin, creating a",179.812,3.504
culture of accountability that puts our veterans first.,183.316,3.37
The President welcomed the group to the Roosevelt,186.686,1.768
room and expressed his intention to take whatever,188.454,2.069
steps are necessary to improve healthcare access,190.523,3.237
and quality for our heroic veterans.,193.76,2.836
"Ms. Tiffany Smiley, the wife of a veteran who was",196.596,3.103
"blinded by an IED, detailed her family&amp;#39;s",199.699,2.936
difficulty and experience with the VA&amp;#39;s healthcare,202.635,2.202
system and offered suggestions to how it,204.837,2.069
could be improved.,206.906,1.235
"The President, VA secretary-designate",208.141,2.035
"Dr. Shulkin, and a group of healthcare expert and",210.176,2.136
"veterans advocates, including Ike and Laura",212.312,2.636
"Perlmutter, engaged in a wide-ranging discussion on",214.948,3.336
reforming the VA so that the needs of,218.284,1.702
veterans come first.,219.986,2.202
The experts discussed private-sector solutions,222.188,2.336
and innovations that could be used to improve the VA.,224.524,3.203
The President praised the secretary designate for,227.727,2.236
his commitment to veterans and thanked the group,229.963,2.035
for their willingness to serve and do what was best,231.998,2.035
for our veterans.,234.033,1.268
The plan to meet on a regular basis to discuss,235.301,2.002
their collective efforts to improve the VA and its,237.303,2.269
healthcare system.,239.572,1.435
"Also this afternoon, the Vice President had a big",241.007,2.002
"day on Capitol Hill where he cast the historic,",243.009,2.569
deciding vote for Secretary of,245.578,1.502
Education Betsy DeVos.,247.08,3.136
The President believes strongly that our nation&amp;#39;s,250.216,1.702
"success depends on education of our students,",251.918,2.636
and Betsy DeVos has devoted her nearly three,254.554,2.169
decades of her time and talent to promoting,256.723,2.602
educational opportunity.,259.325,1.702
"As secretary, she will ensure that every student",261.027,2.169
"has access to a good school, whether it&amp;#39;s",263.196,2.035
"public, private, parochial, charter,",265.231,2.302
or any other kind.,267.533,1.402
The fact that we had to get to the point where the,268.935,1.535
Vice President had to be pulled in to overcome the,270.47,2.636
Democrats historic and partisan logjam with the,273.106,3.136
President&amp;#39;s qualified nominee is another glaring,276.242,3.203
reminder of the unprecedented obstruction,279.445,3.204
that Senate Democrats,282.649,1.034
have engaged in throughout this process.,283.683,2.536
The American people sent a strong message when they,286.219,2.035
elected President Trump in November.,288.254,1.568
They&amp;#39;re fed up with business as,289.822,1.468
usual in Washington.,291.29,1.736
Democrats in the Senate should expect that voters,293.026,2.235
will remember how they stood in the way of the,295.261,1.969
President in acting an agenda that put,297.23,1.968
him into office.,299.198,1.368
Last week I noted the President had a fair,300.566,1.635
amount of cabinet-level appointees awaiting a full,302.201,2.47
vote by the Senate.,304.671,1.434
We&amp;#39;re looking forward to seeing more of the,306.105,1.335
President&amp;#39;s pick to lead agencies and departments,307.44,2.569
"confirmed in the upcoming week, despite these",310.009,2.269
childish tactics of the Democrats in the Senate,312.278,1.969
who would rather keep the failed status quo than,314.247,2.269
allowing to put the President&amp;#39;s people in place.,316.516,3.036
"Also on the hill today, Judge Gorsuch continues a",319.552,2.136
full week of meetings with Republican,321.688,1.568
and Democratic senators.,323.256,1.468
Yesterday he met with Senators Tester and Feinstein.,324.724,2.636
"Today he will meet with Senators Sasse, Schumer,",327.36,2.703
"Crapo, and Thune.",330.063,0.667
The President is looking forward to a full hearing,330.73,3.403
for the judge followed by an up or down vote on,334.133,2.303
this incredibly qualified nominee.,336.436,2.535
"At this moment, the President is meeting with",338.971,1.469
Congressman Jason Chaffetz to discuss how to work,340.44,2.402
together to enact his reform agenda.,342.842,2.803
"Later this afternoon, the President will meet with",345.645,1.535
Secretary of State Tillerson.,347.18,1.401
The President was obviously pleased to,348.581,1.835
"welcome and confirm, swear in Secretary Tillerson in",350.416,3.27
"the oval office last week, and he&amp;#39;s pleased the",353.686,1.902
secretary is now able to bring his unique skill set,355.588,3.103
and deep insights to the important work of the,358.691,2.002
State Department.,360.693,1.168
"Following his discussion with Secretary Tillerson,",361.861,2.436
the President will have calls with Prime Minister,364.297,2.335
Rajoy of Spain and President Erdogan of Turkey.,366.632,3.003
"We&amp;#39;ll, of course, have readouts of both of those",369.635,1.869
calls when they&amp;#39;re completed.,371.504,1.602
This evening the President will host young officers,373.106,1.968
from the United States Army Special Forces,375.074,2.302
Qualification Course in the oval office.,377.376,2.236
"As the President said yesterday, members of our",379.612,1.635
military and their families are,381.247,1.301
our nation&amp;#39;s heroes.,382.548,1.502
It is one of his top priorities to ensure that,384.05,1.768
the men and women of our armed forces have the,385.818,2.102
"tools, equipment, and resources they need to",387.92,2.102
execute their mission successfully.,390.022,2.236
The President&amp;#39;s looking forward to conveying his,392.258,1.468
"gratitude and support to these young,",393.726,1.902
brave captains.,395.628,1.468
"Later this evening around 6:00, the 9th Circuit",397.096,3.303
Court will hold oral arguments per its,400.399,2.336
order from yesterday.,402.735,0.968
I want to quickly run down what we can expect,403.703,2.269
to happen tonight.,405.972,1.701
A career attorney from the Department of Justice will,407.673,2.169
present an argument in defense of the,409.842,1.802
President&amp;#39;s order.,411.644,1.301
"And to be clear, all that&amp;#39;s at issue tonight is",412.945,3.437
the hearing is an interim decision on whether the,416.382,2.169
President&amp;#39;s order is enforced or not until the,418.551,3.47
case is heard on the actual merits of the order.,422.021,3.07
It&amp;#39;s a simple status quo versus,425.091,1.868
anti-status quo decision.,426.959,1.836
This is just like the case in Boston which started as,428.795,2.702
a temporary restraining order.,431.497,1.535
"There, once we were able to explain our position,",433.032,1.935
the court lifted the order and held that the,434.967,1.468
President&amp;#39;s executive order could take effect.,436.435,2.937
"As I&amp;#39;ve stated before, 8 U.S.",439.372,2.369
Code 1182 gives the President constitutional,441.741,3.27
authority for this executive order.,445.011,1.434
"It says, &amp;quot;Whenever the President finds that the",446.445,2.536
entry of any aliens or of any class of aliens into,448.981,3.938
the United States would be detrimental to the,452.919,2.469
"interests of the United States, he may by",455.388,2.135
"proclamation, and for such period as he shall deem",457.523,2.77
"necessary, suspend the entry of all aliens or any",460.293,3.069
class of aliens as immigrants or,463.362,1.702
"non-immigrants, or impose on the entry of aliens any",465.064,3.37
restrictions which he may deem appropriate.&amp;quot; We look,468.434,3.404
forward to a final decision on the,471.838,1.401
merits of this soon.,473.239,1.835
"Looking ahead, I know a few of you have been",475.074,1.401
asking about more details on Prime Minister Abe&amp;#39;s,476.475,2.036
visit later this week.,478.511,0.934
"As previously announced, he will visit the White",479.445,2.436
House for meetings on the 10th of February.,481.881,2.569
The President has also invited him down to,484.45,1.835
"Mar-a-Lago, and the two leaders will travel there",486.285,2.67
for the weekend.,488.955,1.067
This is a testament to the importance the United,490.022,1.936
"States places on the bi-lateral relationship,",491.958,2.602
"and the strength of our alliance, and the deep",494.56,1.902
economic ties between the United States and Japan.,496.462,3.404
"Needless to say, the President&amp;#39;s looking very",499.866,1.701
much forward to welcoming the New England Patriots,501.567,3.037
to the White House to celebrate their fifth,504.604,2.402
world championship.,507.006,1.301
It was obviously a spectacular game.,508.307,2.57
"Lastly, we have our eyes on Kabul today following",510.877,3.903
the tragic suicide bombing that killed at least 19,514.78,2.57
Afghan civilians and wounded 14.,517.35,2.602
"Just this morning, General Flynn spoke with the",519.952,1.969
Afghan national security advisor to reaffirm our,521.921,2.636
continued support for Afghanistan and for our,524.557,2.502
strategic partnership.,527.059,1.569
We condemn this cowardly attack in the strongest,528.628,2.168
"possible terms, and we commend the Afghan",530.796,2.67
security forces for their rapid response.,533.466,2.702
We also reaffirm our support to the Afghan,536.168,2.236
government as they work to defend their people and,538.404,2.803
against enemies of peace.,541.207,1.902
"And with that, I&amp;#39;ll take your questions.",543.109,1.568
"The Press: Sean, the list of 78 terrorist attacks",544.677,3.804
that you released.,548.481,0.734
It looked like it had been prepared well in advance.,549.215,3.236
"I mean, but was that already on hand when",552.451,2.136
President Trump made his comments or did you,554.587,1.935
do it afterwards?,556.522,1.502
Why&amp;#39;d you release it?,558.024,0.767
"Mr. Spicer: Well, I think the answer was we had been",558.791,2.236
getting questions as to what the,561.027,1.334
President&amp;#39;s remarks were.,562.361,1.135
We wanted to be very clear that there are a lot of,563.496,2.269
"examples between 2014 and 2015 that have occurred,",565.765,3.203
and many of them haven&amp;#39;t gotten the attention,568.968,1.802
that they have deserved.,570.77,0.734
It&amp;#39;s becoming too often that we&amp;#39;re seeing these,571.504,2.235
attacks not get the spectacular attention,573.739,2.97
